,Unnamed: 0.1,Unnamed: 0,organization name,facility name,tipo,direccion,latitud,longitud,estado,municipio,geometry,fuente,region
652,652,652,,Instituto Nacional De Migración,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,18.5039935,-88.3314752,Quintana Roo,Othon P. Blanco,POINT (-88.3314752 18.5039935),OIM Directorio Virtual Servicios,Sur
653,653,653,,Instituto Nacional del Adulto Mayor (INAPAM),"Mujer, Niñez y Juventud",no disponible,18.5081598,-88.3093464,Quintana Roo,Othon P. Blanco,POINT (-88.3093464 18.5081598),OIM Directorio Virtual Servicios,Sur
654,654,654,,Instituto Quintanarroense de la Mujer,"Mujer, Niñez y Juventud",no disponible,18.4968688,-88.3071064,Quintana Roo,Othon P. Blanco,POINT (-88.3071064 18.4968688),OIM Directorio Virtual Servicios,Sur
655,655,655,,Mercado Lazaro Cardenas,Compras / Cultura y Recreacion,no disponible,18.514348,-88.2891517,Quintana Roo,Othon P. Blanco,POINT (-88.2891517 18.514348),OIM Directorio Virtual Servicios,Sur
656,656,656,,Mercado Municipal Chetumal,Compras / Cultura y Recreacion,no disponible,18.5035249,-88.2961093,Quintana Roo,Othon P. Blanco,POINT (-88.2961093 18.5035249),OIM Directorio Virtual Servicios,Sur
657,657,657,,Museo de la Ciudad de Chetumal,Compras / Cultura y Recreacion,no disponible,18.5014723,-88.2966366,Quintana Roo,Othon P. Blanco,POINT (-88.2966366 18.5014723),OIM Directorio Virtual Servicios,Sur
658,658,658,,Museo de la Cultura Maya,Compras / Cultura y Recreacion,no disponible,18.5039678,-88.2954615,Quintana Roo,Othon P. Blanco,POINT (-88.2954615 18.5039678),OIM Directorio Virtual Servicios,Sur
659,659,659,,Procuraduría de la Defensa del Trabajo,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,18.5048083,-88.2948119,Quintana Roo,Othon P. Blanco,POINT (-88.2948119 18.5048083),OIM Directorio Virtual Servicios,Sur
660,660,660,,Servicio Estatal de Empleo y Capacitación para el Trabajo de Quintana Roo,Institucion publica / Educacion y Empleo,"Carmen Ochoa de Merino No. 173 entre 5 de mayo y 16 de Septiembre, Col. Centro, Cd. Chetumal, Othón P. Blanco, Quintana Roo, C.P. 77000.",18.5001577,-88.3020602,Quintana Roo,Othon P. Blanco,POINT (-88.3020602 18.5001577),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Sur
661,661,661,,Terminal de Autobuses de Chetumal,Transporte,no disponible,18.5188127,-88.3135849,Quintana Roo,Othon P. Blanco,POINT (-88.3135849 18.5188127),OIM Directorio Virtual Servicios,Sur
662,662,662,,Unidad Regional Chetumal,Institucion publica / Educacion y Empleo,"Carmen Ochoa de Merino No. 171 entre 5 de mayo y 16 de Septiembre, Col. Centro, Cd. Chetumal, Othón P. Blanco, Quintana Roo, C.P. 77000.",18.495096,-88.2988634,Quintana Roo,Othon P. Blanco,POINT (-88.2988634 18.495096),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Sur
663,663,663,,"Unidad de Especialidad M√©dica para
la Detección y Diagnóstico del Cáncer
de Mama (UNEME)","Mujer, Niñez y Juventud",no disponible,18.5078414,-88.3468928,Quintana Roo,Othon P. Blanco,POINT (-88.3468928 18.5078414),OIM Directorio Virtual Servicios,Sur
664,664,664,,"Ventanilla √önica de Atención a
Migrantes","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,18.4976244,-88.3043312,Quintana Roo,Othon P. Blanco,POINT (-88.3043312 18.4976244),OIM Directorio Virtual Servicios,Sur
665,665,665,,Comisión de Derechos Humanos del Estado de Hidalgo,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",Comisión de Derechos Humanos del Estado de Hidalgo,20.1215241,-98.7386191,Hidalgo,Pachuca de Soto,POINT (-98.7386191 20.1215241),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
666,666,666,,DIF Estatal Hidalgo,"Mujer, Niñez y Juventud","Calle Vicente Salazar 100, Col. Centro, C.P. 42000, Pachuca de Soto, Hgo.",20.1248827,-98.7337084,Hidalgo,Pachuca de Soto,POINT (-98.7337084 20.1248827),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
667,667,667,,Servicio Nacional de Empleo Hidalgo,Institucion publica / Educacion y Empleo,"Blvd. Luis Donaldo Colosio No. 216 P.B., Fracc. Arboledas de San Javier, Pachuca de Soto, Hidalgo, C.P. 42084.",20.1103471,-98.7742607,Hidalgo,Pachuca de Soto,POINT (-98.7742607 20.1103471),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
668,668,668,,ACNUR - Agencia de la ONU para los Refugiados,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.512142,-91.9915815,Chiapas,Palenque,POINT (-91.9915815 17.512142),OIM Directorio Virtual Servicios,Sur
669,669,669,,Asylum Access,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5065118,-91.9828296,Chiapas,Palenque,POINT (-91.9828296 17.5065118),OIM Directorio Virtual Servicios,Sur
670,670,670,,COMAR Comisión Mexicana de Ayuda a Refugiados,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5183533,-91.9931882,Chiapas,Palenque,POINT (-91.9931882 17.5183533),OIM Directorio Virtual Servicios,Sur
671,671,671,,Casa del Caminante Jtatic Samuel Ruiz García,Albergue y Alimentacion,no disponible,17.5430906,-91.9925432,Chiapas,Palenque,POINT (-91.9925432 17.5430906),OIM Directorio Virtual Servicios,Sur
672,672,672,,Comisión Estatal de Derechos Humanos,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.508738,-91.9828884,Chiapas,Palenque,POINT (-91.9828884 17.508738),OIM Directorio Virtual Servicios,Sur
673,673,673,,Cruz Roja¬†,Salud,no disponible,17.5138951,-91.9986564,Chiapas,Palenque,POINT (-91.9986564 17.5138951),OIM Directorio Virtual Servicios,Sur
674,674,674,,DIF Casa Migrante Palenque,"Mujer, Niñez y Juventud",no disponible,17.5123635,-92.0012967,Chiapas,Palenque,POINT (-92.0012967 17.5123635),OIM Directorio Virtual Servicios,Sur
675,675,675,,Defensor Municipal de Derechos Humanos ,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5096209,-91.9811457,Chiapas,Palenque,POINT (-91.9811457 17.5096209),OIM Directorio Virtual Servicios,Sur
676,676,676,,Dirección de Atención a Migrantes del Ayuntamiento de  Palenque,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Antigua Casa de Cultura, Parque Central, entre Av. Miguel Hidalgo y 20 de Noviembre, Palenque Chiapas, C.P. 29960",17.5109792,-91.9930466,Chiapas,Palenque,POINT (-91.9930466 17.5109792),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Sur
677,677,677,,Estación Migratoria (INM),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5184334,-91.9929122,Chiapas,Palenque,POINT (-91.9929122 17.5184334),OIM Directorio Virtual Servicios,Sur
678,678,678,,Fiscalía especializada en delitos cometidos en contra de migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5077952,-91.981007,Chiapas,Palenque,POINT (-91.981007 17.5077952),OIM Directorio Virtual Servicios,Sur
679,679,679,,Gimnasio Comunitario,Compras / Cultura y Recreacion,no disponible,17.5423212,-91.99016,Chiapas,Palenque,POINT (-91.99016 17.5423212),OIM Directorio Virtual Servicios,Sur
680,680,680,,Grupo Beta (INM),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5185836,-91.9934228,Chiapas,Palenque,POINT (-91.9934228 17.5185836),OIM Directorio Virtual Servicios,Sur
681,681,681,Espacio de protección y ayuda,Hermanos del Camino,Albergue y Alimentacion,"Ejido Emiliano Zapata, por carretera Palenque- La Trinitaria, Km. 60 (Domicilio conocido)",17.5109792,-91.9930466,Chiapas,Palenque,POINT (-91.9930466 17.5109792),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Sur
682,682,682,,Hospital General Palenque,Salud,no disponible,17.5077443,-91.9884396,Chiapas,Palenque,POINT (-91.9884396 17.5077443),OIM Directorio Virtual Servicios,Sur
683,683,683,Casa del Caminante,Jtatic Samuel Ruiz,Albergue y Alimentacion,"Calle del Caminante/ Niños Héroes 51, Barrio San Francisco, Col. Pakal-ná C.P 29960",17.5420646,-91.9893762,Chiapas,Palenque,POINT (-91.9893762 17.5420646),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Sur
684,684,684,,Jurisdicción Sanitaria de Palenque,Salud,no disponible,17.5080842,-91.9878227,Chiapas,Palenque,POINT (-91.9878227 17.5080842),OIM Directorio Virtual Servicios,Sur
685,685,685,,Oficina de Regulación Migratoria (INM),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5183738,-91.9934671,Chiapas,Palenque,POINT (-91.9934671 17.5183738),OIM Directorio Virtual Servicios,Sur
686,686,686,,Palacio Municipal de Palenque,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.509586,-91.9809937,Chiapas,Palenque,POINT (-91.9809937 17.509586),OIM Directorio Virtual Servicios,Sur
687,687,687,,"Procuraduría Municipal de Protección a Niñas, Niños y Adolescentes ","Mujer, Niñez y Juventud",no disponible,17.5067803,-91.9794565,Chiapas,Palenque,POINT (-91.9794565 17.5067803),OIM Directorio Virtual Servicios,Sur
688,688,688,,RET international,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,17.5081203,-91.9786535,Chiapas,Palenque,POINT (-91.9786535 17.5081203),OIM Directorio Virtual Servicios,Sur
689,689,689,,Restaurante El Lago,Albergue y Alimentacion,no disponible,17.494445,-91.9856621,Chiapas,Palenque,POINT (-91.9856621 17.494445),OIM Directorio Virtual Servicios,Sur
690,690,690,,Unidad Deportiva Municipal,Compras / Cultura y Recreacion,no disponible,17.5139501,-91.9786857,Chiapas,Palenque,POINT (-91.9786857 17.5139501),OIM Directorio Virtual Servicios,Sur
691,691,691,,Unidad Regional Palenque,Institucion publica / Educacion y Empleo,"Calle Reforma No. 25 entre Independencia y Abasolo, Col. Centro, Palenque, Chiapas, C.P. 29960.",17.507005,-91.9823073,Chiapas,Palenque,POINT (-91.9823073 17.507005),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Sur
692,692,692,,Unidad Regional Pánuco,Institucion publica / Educacion y Empleo,"Melchor Ocampo No. 103, Planta Baja de la Biblioteca Municipal, Col. Centro, Pánuco, Veracruz, C.P. 93990.",22.0564564,-98.1848472,Veracruz,Panuco,POINT (-98.1848472 22.0564564),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Golfo
693,693,693,,Unidad Regional Pátzcuaro,Institucion publica / Educacion y Empleo,"Calle Dr. Coss No. 12, Col. Centro, Pátzcuaro, Michoacán, C.P. 61500.",19.5117674,-101.6090963,Michoacan,Patzcuaro,POINT (-101.6090963 19.5117674),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
694,694,694,,Centro Comunitario Pesquería,Compras / Cultura y Recreacion,no disponible,25.7901541,-100.0465786,Nuevo Leon,Pesqueria,POINT (-100.0465786 25.7901541),OIM Directorio Virtual Servicios,Golfo
695,695,695,,Unidad Regional Pichucalco,Institucion publica / Educacion y Empleo,"Prol. Morelos No. 20 esq. Vicente Guerrero, 1er. Piso, Col. Centro, Pichucalco, Chiapas, C.P. 29520",17.511472,-93.1102345,Chiapas,Pichucalco,POINT (-93.1102345 17.511472),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Sur
696,696,696,Casa del Migrante,Frontera Digna,Albergue y Alimentacion,"Anáhuac 605, Col. Centro C.P. 26000",28.68042805120949,-100.5080399408207,Coahuila,Piedras Negras,POINT (-100.5080399408207 28.68042805120949),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
697,697,697,,Unidad Regional Piedras Negras,Institucion publica / Educacion y Empleo,"Av. 16 de Septiembre No. 512, Fracc. San José, Piedras Negras, Coahuila, C.P. 26014.",28.704581,-100.5361547,Coahuila,Piedras Negras,POINT (-100.5361547 28.704581),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
698,698,698,Casa de Ayuda,"Alfa y Omega, A.C.",Albergue y Alimentacion,"Av. Benito Juárez 24, Zona Centro C.P. 21100",32.371104,-117.0609853,Baja California,Playas de Rosarito,POINT (-117.0609853 32.371104),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
699,699,699,,Unidad Regional Poza Rica,Institucion publica / Educacion y Empleo,"Calle Josefa Ortiz de Domínguez s/n, Planta Baja, (Atrás del Palacio Municipal), Col. Obras Sociales, Poza Rica, Veracruz, C.P. 93240",20.5222034,-97.4444639,Veracruz,Poza Rica de Hidalgo,POINT (-97.4444639 20.5222034),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Golfo
700,700,700,Casa para Menores Migrantes,YMCA,Albergue y Alimentacion,Calle 1 avenida 12 y 13 colonia Centro C.P. 84200,20.23906133398411,-99.18370758694324,Hidalgo,Progreso de Obregon,POINT (-99.18370758694324 20.23906133398411),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
701,701,701,,"Asociación Nacional Contra la Trata Humana en la Sociedad, A.C. (ANTHUS) ","Mujer, Niñez y Juventud",no disponible,19.0473114,-98.2086691,Puebla,Puebla,POINT (-98.2086691 19.0473114),OIM Directorio Virtual Servicios,Centro
702,702,702,,Barrio del Artista,Compras / Cultura y Recreacion,no disponible,19.0439306,-98.1922388,Puebla,Puebla,POINT (-98.1922388 19.0439306),OIM Directorio Virtual Servicios,Centro
703,703,703,,Casa de la Música de Viena ,Compras / Cultura y Recreacion,no disponible,19.0937378,-98.2355087,Puebla,Puebla,POINT (-98.2355087 19.0937378),OIM Directorio Virtual Servicios,Centro
704,704,704,,Casa dei Migrante de la Parroquia de Nuestra Seriara de los Desamparados ,Albergue y Alimentacion,no disponible,19.0719031,-98.2100444,Puebla,Puebla,POINT (-98.2100444 19.0719031),OIM Directorio Virtual Servicios,Centro
705,705,705,,Central de Autobuses - CAPU,Transporte,no disponible,19.0738714,-98.2047069,Puebla,Puebla,POINT (-98.2047069 19.0738714),OIM Directorio Virtual Servicios,Centro
706,706,706,,Comisión Ejecutiva de Atención a Víctimas ,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.0427556,-98.1993123,Puebla,Puebla,POINT (-98.1993123 19.0427556),OIM Directorio Virtual Servicios,Centro
707,707,707,,Comisión de Derechos Humanos Estatal ,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.0441545,-98.2025454,Puebla,Puebla,POINT (-98.2025454 19.0441545),OIM Directorio Virtual Servicios,Centro
708,708,708,,Comisión de Derechos Humanos del Estado de Puebla,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","5 Poniente no. 339, Col. Centro, C.P. 72000, Puebla, Puebla",19.0443974,-98.202472,Puebla,Puebla,POINT (-98.202472 19.0443974),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
709,709,709,,Cruz Roja Mexicana¬†,Salud,no disponible,19.0481215,-98.1879398,Puebla,Puebla,POINT (-98.1879398 19.0481215),OIM Directorio Virtual Servicios,Centro
710,710,710,,DIF Estatal Puebla,"Mujer, Niñez y Juventud","Calle 5 de Mayo 1606, Col. Centro, C.P. 72000, Puebla, Pue.",19.0509553,-98.1947819,Puebla,Puebla,POINT (-98.1947819 19.0509553),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
711,711,711,,Dirección General de Defensoría Pública,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.041314,-98.1898797,Puebla,Puebla,POINT (-98.1898797 19.041314),OIM Directorio Virtual Servicios,Centro
712,712,712,,El Parian,Compras / Cultura y Recreacion,no disponible,19.0452636,-98.1945514,Puebla,Puebla,POINT (-98.1945514 19.0452636),OIM Directorio Virtual Servicios,Centro
713,713,713,Parroquia de la Asunción. Ayuda,Humanitaria a Migrantes en Tránsito,Albergue y Alimentacion,"Calle 45 Norte 206, Col. Aquiles Serdán C.P.72140",19.0629672,-98.2279047,Puebla,Puebla,POINT (-98.2279047 19.0629672),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
714,714,714,,Instituto Federal de Defensoria Pública (IFDP)¬†,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.0451311,-98.2221039,Puebla,Puebla,POINT (-98.2221039 19.0451311),OIM Directorio Virtual Servicios,Centro
715,715,715,,Instituto Nacional de Migración (INM) ,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.0516716,-98.2133101,Puebla,Puebla,POINT (-98.2133101 19.0516716),OIM Directorio Virtual Servicios,Centro
716,716,716,,Instituto Poblano de Asistencia al Migrante,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Blvd. Atlixcáyatl 1101, Col. Reserva Territorial Atlixcáyotl, Centro Integral de Servicios (CIS) Edificio Ejecutivo, 1er. Piso, CP. 72190, Puebla, Pue.",19.0336178,-98.2270228,Puebla,Puebla,POINT (-98.2270228 19.0336178),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
717,717,717,,Instituto Poblano de las Mujeres,"Mujer, Niñez y Juventud","Calle 2 Sur No. 902 Col. Centro, C.P. 72000, Puebla, Pue.",19.0404283,-98.1987656,Puebla,Puebla,POINT (-98.1987656 19.0404283),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
718,718,718,,Instituto Poblano de las Mujeres ,"Mujer, Niñez y Juventud",no disponible,19.0404283,-98.1987656,Puebla,Puebla,POINT (-98.1987656 19.0404283),OIM Directorio Virtual Servicios,Centro
719,719,719,,Instituto de Capacitación para el Trabajo ,Institucion publica / Educacion y Empleo,no disponible,19.0567343,-98.2310177,Puebla,Puebla,POINT (-98.2310177 19.0567343),OIM Directorio Virtual Servicios,Centro
720,720,720,Parroquia,María Auxiliadora,Albergue y Alimentacion,"Calle 78 Pte. 915, Col. 20 de Noviembre C.P. 62230",19.10012693766609,-98.19047201604384,Puebla,Puebla,POINT (-98.19047201604384 19.10012693766609),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
721,721,721,,Mercado 5 de mayo,Compras / Cultura y Recreacion,no disponible,19.0525041,-98.1975305,Puebla,Puebla,POINT (-98.1975305 19.0525041),OIM Directorio Virtual Servicios,Centro
722,722,722,,Mercado El Parral,Compras / Cultura y Recreacion,no disponible,19.0449047,-98.2067566,Puebla,Puebla,POINT (-98.2067566 19.0449047),OIM Directorio Virtual Servicios,Centro
723,723,723,,Mercado Melchor Ocampo EI Carmen,Compras / Cultura y Recreacion,no disponible,19.035319,-98.2009251,Puebla,Puebla,POINT (-98.2009251 19.035319),OIM Directorio Virtual Servicios,Centro
724,724,724,,Mercado Municipal La Acocota,Compras / Cultura y Recreacion,no disponible,19.0411612,-98.1870369,Puebla,Puebla,POINT (-98.1870369 19.0411612),OIM Directorio Virtual Servicios,Centro
725,725,725,,Museo Regional de Puebla,Compras / Cultura y Recreacion,no disponible,19.0562659,-98.1828034,Puebla,Puebla,POINT (-98.1828034 19.0562659),OIM Directorio Virtual Servicios,Centro
726,726,726,,Museo de la Talavera,Compras / Cultura y Recreacion,no disponible,19.0560987,-98.1769569,Puebla,Puebla,POINT (-98.1769569 19.0560987),OIM Directorio Virtual Servicios,Centro
727,727,727,Casa del Migrante de la Parroquia de,Nuestra Señora de los Desamparados,Albergue y Alimentacion,"Av. 36 Poniente 3308, Col. Nueva Aurora (atrás de la Central de Autobuses de Puebla) C.P. 42070",19.115124,-98.2243739,Puebla,Puebla,POINT (-98.2243739 19.115124),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
728,728,728,,Palacio Municipal de Puebla,Compras / Cultura y Recreacion,no disponible,19.0441433,-98.1974074,Puebla,Puebla,POINT (-98.1974074 19.0441433),OIM Directorio Virtual Servicios,Centro
729,729,729,,Parroquia María Auxiliadora,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.0767583,-98.1883438,Puebla,Puebla,POINT (-98.1883438 19.0767583),OIM Directorio Virtual Servicios,Centro
730,730,730,,Parroquia de la Asunción. Ayuda Humanitaria a Migrantes en Tránsito ,Albergue y Alimentacion,no disponible,19.0629519,-98.227902,Puebla,Puebla,POINT (-98.227902 19.0629519),OIM Directorio Virtual Servicios,Centro
731,731,731,Albergue,San Felipe Hueyotlipan,Albergue y Alimentacion,"Calle 5 de Febrero 1, Col. San Felipe Hueyotlipan C.P. 72030",19.0870925,-98.2139679,Puebla,Puebla,POINT (-98.2139679 19.0870925),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
732,732,732,,Secretaria de Educación Pública,Institucion publica / Educacion y Empleo,no disponible,19.0627819,-98.222596,Puebla,Puebla,POINT (-98.222596 19.0627819),OIM Directorio Virtual Servicios,Centro
733,733,733,,Secretaría de Relaciones Exteriores ,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.0336178,-98.2270228,Puebla,Puebla,POINT (-98.2270228 19.0336178),OIM Directorio Virtual Servicios,Centro
734,734,734,,Servicio Estatal de Empleo de Puebla,Institucion publica / Educacion y Empleo,"Callejón de la 10 Norte No. 806, Paseo de San Francisco, Barrio del Alto, Centro Histórico, Puebla, Puebla, C.P. 72000.",19.0439813,-98.1901464,Puebla,Puebla,POINT (-98.1901464 19.0439813),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
735,735,735,,Ventanilla de lnformación para personas en Contexto de Migración,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,19.0490829,-98.2080447,Puebla,Puebla,POINT (-98.2080447 19.0490829),OIM Directorio Virtual Servicios,Centro
736,736,736,,Unidad Regional Puerto Vallarta,Institucion publica / Educacion y Empleo,"Carretera Puerto Vallarta-Tepic Km. 8.5, Plaza Marina, Locales 124, 125 y 144 al 146, Residencial Marina, Puerto Vallarta, Jalisco. C.P.48335",20.6640696,-105.2509124,Jalisco,Puerto Vallarta,POINT (-105.2509124 20.6640696),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Pacifico
737,737,737,,"Albergue para Migrantes Toribio
Romo A. C.",Albergue y Alimentacion,no disponible,20.6380321,-100.3972791,Queretaro,Queretaro,POINT (-100.3972791 20.6380321),OIM Directorio Virtual Servicios,Centro
738,738,738,,Casa de la Cultura,Compras / Cultura y Recreacion,no disponible,20.603359,-100.4232789,Queretaro,Queretaro,POINT (-100.4232789 20.603359),OIM Directorio Virtual Servicios,Centro
739,739,739,,Central de Autobuses Quer√©taro,Transporte,no disponible,20.5773249,-100.3592591,Queretaro,Queretaro,POINT (-100.3592591 20.5773249),OIM Directorio Virtual Servicios,Centro
740,740,740,,Centro Cultural la Vieja Estación,Compras / Cultura y Recreacion,no disponible,20.6012145,-100.3968045,Queretaro,Queretaro,POINT (-100.3968045 20.6012145),OIM Directorio Virtual Servicios,Centro
741,741,741,,Centro Educativo Cultural del Estado de Quer√©taro,Compras / Cultura y Recreacion,no disponible,20.5857754,-100.3863449,Queretaro,Queretaro,POINT (-100.3863449 20.5857754),OIM Directorio Virtual Servicios,Centro
742,742,742,,"Centro de Apoyo Marista al Migrante
(CAMMI)",Albergue y Alimentacion,no disponible,20.6013896,-100.386469,Queretaro,Queretaro,POINT (-100.386469 20.6013896),OIM Directorio Virtual Servicios,Centro
743,743,743,,"Centro de Atención Integral para
Victimas de la Comisión Ejecutiva de
Atención a Victimas Federal","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.5836153,-100.3862261,Queretaro,Queretaro,POINT (-100.3862261 20.5836153),OIM Directorio Virtual Servicios,Centro
744,744,744,,"Centro de Justicia para las Mujeres
Secretaria de Seguridad Ciudadana","Mujer, Niñez y Juventud",no disponible,20.5558465,-100.3831627,Queretaro,Queretaro,POINT (-100.3831627 20.5558465),OIM Directorio Virtual Servicios,Centro
745,745,745,,Cruz Roja,Salud,no disponible,20.5801128,-100.3639815,Queretaro,Queretaro,POINT (-100.3639815 20.5801128),OIM Directorio Virtual Servicios,Centro
746,746,746,,Cruz Roja Estatal Querétaro,Salud,"Av. Luis Vega, esq. Estadio Olímpico. Col. Centro Sur C.P.76070, Querétaro",20.5802643,-100.3644776,Queretaro,Queretaro,POINT (-100.3644776 20.5802643),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
747,747,747,,Cáritas de Quer√©taro I.A.P.,Albergue y Alimentacion,no disponible,20.5904461,-100.3889313,Queretaro,Queretaro,POINT (-100.3889313 20.5904461),OIM Directorio Virtual Servicios,Centro
748,748,748,,DIF Estatal Querétaro,"Mujer, Niñez y Juventud","Av. Pasteur 6A, Col. Centro, C.P. 76000, Querétaro, Qro.",20.5937583,-100.3898964,Queretaro,Queretaro,POINT (-100.3898964 20.5937583),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
749,749,749,,Defensoría de los Derechos Humanos,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.584255,-100.3896332,Queretaro,Queretaro,POINT (-100.3896332 20.584255),OIM Directorio Virtual Servicios,Centro
750,750,750,,Defensoría de los Derechos Humanos de Querétaro,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Av. Hidalgo No. 6, Col. Centro, C.P. 76000, Querétaro, Qro.",20.5941798,-100.3938154,Queretaro,Queretaro,POINT (-100.3938154 20.5941798),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
751,751,751,,Dirección de Educación,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.5626698,-100.3700011,Queretaro,Queretaro,POINT (-100.3700011 20.5626698),OIM Directorio Virtual Servicios,Centro
752,752,752,,Hogar de Protección Infantil DIF Caminando Juntos,"Mujer, Niñez y Juventud","Av. Universidad s/n, Col. Cerro de las Campanas, Querétaro, Querétaro C.P. 76010",20.5978045,-100.3952962,Queretaro,Queretaro,POINT (-100.3952962 20.5978045),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,Centro
753,753,753,,Instituto Municipal para Prevenir y Eliminar la Discriminación,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.5491589,-100.3724775,Queretaro,Queretaro,POINT (-100.3724775 20.5491589),OIM Directorio Virtual Servicios,Centro
754,754,754,,Instituto Nacional de Migración,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,20.5983311,-100.3880188,Queretaro,Queretaro,POINT (-100.3880188 20.5983311),OIM Directorio Virtual Servicios,Centro
