Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2021,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,659
2022,FYTD,OCT,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2022,FYTD,OCT,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,3
2022,FYTD,OCT,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,1
2022,FYTD,OCT,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,112
2022,FYTD,OCT,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,66
2022,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,2
2022,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2022,FYTD,OCT,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,12
2022,FYTD,OCT,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,14
2022,FYTD,OCT,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,34
2022,FYTD,OCT,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,162
2022,FYTD,OCT,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1020
2022,FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,14
2022,FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,7
2022,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,19
2022,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,18
2022,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,17
2022,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,24
2022,FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1631
2022,FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1068
2022,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,37
2022,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1302
2022,FYTD,OCT,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,8
2022,FYTD,OCT,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,19
2022,FYTD,OCT,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,6
2022,FYTD,OCT,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,112
2022,FYTD,OCT,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,13
2022,FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1448
2022,FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2654
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,3496
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,637
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,6122
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,4296
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1730
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,151
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,614
2022,FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,20408
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3780
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,213
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,9783
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,328
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7721
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,499
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,56733
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1977
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,1259
2022,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,22639
2022,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1664
2022,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5057
2022,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3141
2022,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2307
2022,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,456
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,8
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,2
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,165
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,44
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,30
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,34
2022,FYTD,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,465
2022,FYTD,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,313
2022,FYTD,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1110
2022,FYTD,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,1227
2022,FYTD,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,14937
2022,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,29
2022,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,105
2022,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,22
2022,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,93
2022,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,9
2022,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,340
2022,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1865
2022,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2268
2022,FYTD,APR,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,120
2022,FYTD,APR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,8781
2022,FYTD,APR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,8
2022,FYTD,APR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,29
2022,FYTD,APR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,11
2022,FYTD,APR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,148
2022,FYTD,APR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,116
2022,FYTD,APR,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,624
2022,FYTD,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,956
2022,FYTD,APR,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1569
2022,FYTD,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,290
2022,FYTD,APR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,2441
2022,FYTD,APR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,803
2022,FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1774
2022,FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,244
2022,FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,1184
2022,FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,27197
2022,FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4351
2022,FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,533
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10700
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2192
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,6160
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2246
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,67024
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,5257
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2497
2022,FYTD,APR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,53605
2022,FYTD,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1275
2022,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4702
2022,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2611
2022,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2552
2022,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,717
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,2
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,18
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,2
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,185
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,67
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,11
2022,FYTD,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,6
2022,FYTD,AUG,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,423
2022,FYTD,AUG,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,432
2022,FYTD,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2393
2022,FYTD,AUG,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,3424
2022,FYTD,AUG,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,5796
2022,FYTD,AUG,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,9
2022,FYTD,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,179
2022,FYTD,AUG,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,33
2022,FYTD,AUG,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,92
2022,FYTD,AUG,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,41
2022,FYTD,AUG,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,519
2022,FYTD,AUG,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1654
2022,FYTD,AUG,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2801
2022,FYTD,AUG,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,75
2022,FYTD,AUG,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,3799
2022,FYTD,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,13
2022,FYTD,AUG,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,29
2022,FYTD,AUG,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,28
2022,FYTD,AUG,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,243
2022,FYTD,AUG,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,35
2022,FYTD,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,468
2022,FYTD,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,766
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1196
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,304
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1863
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,631
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1653
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,269
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,1342
2022,FYTD,AUG,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,30813
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3287
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,389
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,8767
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,509
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7389
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,651
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,44479
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4046
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2234
2022,FYTD,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,59725
2022,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1138
2022,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,1
2022,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4315
2022,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2684
2022,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1951
2022,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,904
2022,FYTD,DEC,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,4
2022,FYTD,DEC,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,3
2022,FYTD,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,211
2022,FYTD,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,70
2022,FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,13
2022,FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,4
2022,FYTD,DEC,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,72
2022,FYTD,DEC,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,25
2022,FYTD,DEC,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,181
2022,FYTD,DEC,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,430
2022,FYTD,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1602
2022,FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,17
2022,FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,20
2022,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,31
2022,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,28
2022,FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,14
2022,FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,70
2022,FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1941
2022,FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1811
2022,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,77
2022,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1853
2022,FYTD,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,4
2022,FYTD,DEC,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,17
2022,FYTD,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,17
2022,FYTD,DEC,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,110
2022,FYTD,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,26
2022,FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1080
2022,FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1846
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1978
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1143
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,4389
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2625
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1744
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,184
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,2714
2022,FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,31734
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4310
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,179
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,12153
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,362
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7720
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,540
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,41435
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1756
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2319
2022,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,38687
2022,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1342
2022,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5272
2022,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2582
2022,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1783
2022,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,725
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,7
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,3
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,166
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,38
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,9
2022,FYTD,FEB,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2022,FYTD,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,97
2022,FYTD,FEB,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,66
2022,FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,261
2022,FYTD,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,322
2022,FYTD,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,811
2022,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,8
2022,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,33
2022,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,9
2022,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,30
2022,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,18
2022,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,80
2022,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1995
2022,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2016
2022,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,56
2022,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,609
2022,FYTD,FEB,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,10
2022,FYTD,FEB,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,26
2022,FYTD,FEB,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,17
2022,FYTD,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,128
2022,FYTD,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,19
2022,FYTD,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,457
2022,FYTD,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1051
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1844
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,313
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,2916
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,691
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1561
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,150
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,1236
2022,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,14946
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4166
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,194
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10740
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,344
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,6859
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,464
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,60478
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2498
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,625
2022,FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,35858
2022,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1129
2022,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4840
2022,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2759
2022,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2498
2022,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,553
2022,FYTD,JAN,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2022,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,159
2022,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,63
2022,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,14
2022,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2022,FYTD,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,65
2022,FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,51
2022,FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,183
2022,FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,384
2022,FYTD,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,901
2022,FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,7
2022,FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,27
2022,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,19
2022,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,31
2022,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,13
2022,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,81
2022,FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1919
2022,FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2013
2022,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,58
2022,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,865
2022,FYTD,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,8
2022,FYTD,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,9
2022,FYTD,JAN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,8
2022,FYTD,JAN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,106
