id_org,Organización,Dirección,Ciudad,Estado,País,Código Postal,Tipo de Iniciativa,DirecciónCompleta
229, Centro de Derechos Humanos Fray Matías de Córdova CDHFMC ,"Cuarta Avenida Sur #6, Col. Los Naranjos, Centro C.P. 30830",Tapachula,Chiapas,México,30830,Asociación civil,"Cuarta Avenida Sur #6, Col. Los Naranjos, Centro C.P. 30830, Tapachula, Chiapas, México"
230," Centro de Atención a niñas, niños y jóvenes migrantes ","Calle Quinta, Privada sur #29, esquina 4ta Oriente C.P. 30830",Tapachula,Chiapas,México,30830,Institución gubernamental,"Calle Quinta, Privada sur #29, esquina 4ta Oriente C.P. 30830, Tapachula, Chiapas, México"
231, Albergue Jesús el buen pastor ,"Carretera a Raymundo Enrique, 500 metros hacia dentro. C.P. 30700",Tapachula,Chiapas,México,30700,Albergue,"Carretera a Raymundo Enrique, 500 metros hacia dentro. C.P. 30700, Tapachula, Chiapas, México"
232, Albergue infantil La Esperanza ,"3ra. Calle Ote. #37, Col. Centro C.P. 30830",Tapachula,Chiapas,México,30830,Albergue,"3ra. Calle Ote. #37, Col. Centro C.P. 30830, Tapachula, Chiapas, México"
233, Albergue Diocesano Belén Congregación de los Misioneros de Scalabrini ,"Miguel Hidalgo 94, Col. San Antonio Cahoacán, C.P. 30789",Tapachula,Chiapas,México,30789,Albergue,"Miguel Hidalgo 94, Col. San Antonio Cahoacán, C.P. 30789, Tapachula, Chiapas, México"
234, Boca de Polen Red de Comunicadores ,"Josefa Ortiz de Dominguez No 28 Int. 1, Barrio de Santa Lucia C.P. 29250",San Cristóbal Las Casas,Chiapas,México,29250,Asociación civil,"Josefa Ortiz de Dominguez No 28 Int. 1, Barrio de Santa Lucia C.P. 29250, San Cristóbal Las Casas, Chiapas, México"
235, Casa del Caminante Jtatic Samuel Ruiz ,Ninos Heroes 051 C.P. 29960,Palenque,Chiapas,México,29960,Albergue,"Ninos Heroes 051 C.P. 29960, Palenque, Chiapas, México"
236, Casa del Migrante Hogar de la Misericordia ,"Calle Quinta Sur #1420, Col. Playa Fina C.P. 30450",Arriaga,Chiapas,México,30450,Albergue,"Calle Quinta Sur #1420, Col. Playa Fina C.P. 30450, Arriaga, Chiapas, México"
237, Programa YMCA de Desarrollo Comunitario y Asistencia Social. Casas YMCA para Menores Migrantes ,"Mariana Varela 191, Col. Chavena, Cd Juarez CP 32060",Ciudad Juárez,Chihuahua,México,32060,Asociación civil,"Mariana Varela 191, Col. Chavena, Cd Juarez CP 32060, Ciudad Juárez, Chihuahua, México"
238," Derechos Humanos Integrales en Acción, A.C. ",20 de Noviembre 4305 Col. El Colegio,"Juárez, Chih. CP 32310 Ciudad Ciudad Juárez",Chihuahua,México,32310,Asociación civil,"20 de Noviembre 4305 Col. El Colegio, Juárez, Chih. CP 32310 Ciudad Ciudad Juárez, Chihuahua, México"
239, Casa del Migrante en Juárez A.C. ,Calle Neptuno # 1855 Colonia Satélite CP 32540,Ciudad Juárez,Chihuahua,México,32540,Albergue,"Calle Neptuno # 1855 Colonia Satélite CP 32540, Ciudad Juárez, Chihuahua, México"
240, Uno de siete migrando A.C. ,"Calle Camargo #101, Col. Revolución C.P. 31135",Chihuahua,Chihuahua,México,31135,Albergue,"Calle Camargo #101, Col. Revolución C.P. 31135, Chihuahua, Chihuahua, México"
243, Bienestar Familiar Lagunero A.C. ,Calle Popocatepetl 510 Fracc. Carolinas CP 27040,Torreón,Coahuila,México,27040,Asociación civil,"Calle Popocatepetl 510 Fracc. Carolinas CP 27040, Torreón, Coahuila, México"
244, Frontera con Justicia A.C. Casa del Migrante de Saltillo ,Juan de Erbáez # 2406 Col. Landín CP 25070,Saltillo,Coahuila,México,25070,Albergue,"Juan de Erbáez # 2406 Col. Landín CP 25070, Saltillo, Coahuila, México"
245, Ejército de Salvación A.C. Centro Comunitario y Comedor Infantil ,Victoria # 805 Col. Mundo Nuevo CP 26092,Piedras Negras,Coahuila,México,26092,Albergue,"Victoria # 805 Col. Mundo Nuevo CP 26092, Piedras Negras, Coahuila, México"
246," Casa YMCA Piedras Negras Programa YMCA de Desarrollo Comunitario y Asistencia Social, A.C. ",Xicotencatl Norte # 1802 A Col. Mundo Nuevo CP 26010,Piedras Negras,Coahuila,México,26010,Albergue,"Xicotencatl Norte # 1802 A Col. Mundo Nuevo CP 26010, Piedras Negras, Coahuila, México"
247, Casa del Peregrino de Piedras Negras A.C. Frontera Digna Casa del Migrante ,Anáhuac # 605 Oriente Col. Centro CP 26000,Piedras Negras,Coahuila,México,26000,Albergue,"Anáhuac # 605 Oriente Col. Centro CP 26000, Piedras Negras, Coahuila, México"
248," Frontera y Dignidad de Acuña A.C. ""Casa del Migrante EMAUS"" ","Doctor Coss 47, Col. Centro C.P.26200",Ciudad Acuña,Coahuila,México,26260,Albergue,"Doctor Coss 47, Col. Centro C.P.26200, Ciudad Acuña, Coahuila, México"
249, CAFEMIN ,"Constantino #251, Col. Vallejo CP 7870",Delegación Gustavo A. Madero,Ciudad de México,México,7870,Albergue,"Constantino #251, Col. Vallejo CP 7870, Delegación Gustavo A. Madero, Ciudad de México, México"
250, Pro Ayuda a la Mujer Origen A.C. ,"Juan O´Donojú 221 Lomas Virreyes, Lomas de Chapultepec IV Secc. CP 11000",Delegación Miguel Hidalgo,Ciudad de México,México,11000,Asociación civil,"Juan O´Donojú 221 Lomas Virreyes, Lomas de Chapultepec IV Secc. CP 11000, Delegación Miguel Hidalgo, Ciudad de México, México"
251, Comisión Nacional de los Derechos Humanos ,"Periférico Sur 3469, Col. San Jerónimo Lídice",Ciudad de México,Ciudad de México,México,10200,Institución gubernamental,"Periférico Sur 3469, Col. San Jerónimo Lídice, Ciudad de México, Ciudad de México, México"
252," Casa Refugiados, AC ","Prolongacion Orizaba s/n, dentro del Parque Ramon Lopez Velarde",Delegación Cuauhtémoc,Ciudad de México,México,6700,Asociación civil,"Prolongacion Orizaba s/n, dentro del Parque Ramon Lopez Velarde, Delegación Cuauhtémoc, Ciudad de México, México"
253, Instituto de Liderazgo Simone de Beauvoir (ILSB) ,"Tabasco 68 Int. 3, col. Roma",Delegación Cuauhtémoc,Ciudad de México,México,6700,Asociación civil,"Tabasco 68 Int. 3, col. Roma, Delegación Cuauhtémoc, Ciudad de México, México"
254," Iniciativa Ciudadana para la Promoción de la Cultura del Diálogo, AC ",Tepic 83 Col. Roma Sur,Delegación Cuauhtémoc,Ciudad de México,México,6760,Iniciativa,"Tepic 83 Col. Roma Sur, Delegación Cuauhtémoc, Ciudad de México, México"
255, Comisión Mexicana para la Defensa y Promoción de los Derechos Humanos ,"Tehuantepec #142, Col. Roma Sur",Delegación Cuauhtémoc,Ciudad de México,México,6010,Asociación civil,"Tehuantepec #142, Col. Roma Sur, Delegación Cuauhtémoc, Ciudad de México, México"
256, Fundación Fraternidad Sin Frontera IAP ,"Canal Nacional 1057, Coapa, Villa Quietud",Delegación Coyoacán,Ciudad de México,México,4960,Asociación civil,"Canal Nacional 1057, Coapa, Villa Quietud, Delegación Coyoacán, Ciudad de México, México"
257," Fundar, Centro de Análisis e Investigación, AC ","Cerrada de Alberto Zamora 21, Col. Villa Coyoacán.",Delegación Coyoacán,Ciudad de México,México,4000,Iniciativa,"Cerrada de Alberto Zamora 21, Col. Villa Coyoacán., Delegación Coyoacán, Ciudad de México, México"
258," Iniciativa Ciudadana y Desarrollo Social, AC (Incide Social) ","Hilario Pérez de León No. 80, Col. Niños Héroes de Chapultepec",Delegación Benito Juárez,Ciudad de México,México,3440,Iniciativa,"Hilario Pérez de León No. 80, Col. Niños Héroes de Chapultepec, Delegación Benito Juárez, Ciudad de México, México"
259, Ejército de Salvación Salvation Army ,"San Borja #1456, Col. Vértiz Narvarte",Delegación Benito Juárez,Ciudad de México,México,3600,Asociación civil,"San Borja #1456, Col. Vértiz Narvarte, Delegación Benito Juárez, Ciudad de México, México"
260," Instituto para la Seguridad y la Democracia, AC (INSYDE) ","Carolina 80, Cd. de los Deportes, Noche Buena, 03710",Delegación Benito Juárez,Ciudad de México,México,,Asociación civil,"Carolina 80, Cd. de los Deportes, Noche Buena, 03710, Delegación Benito Juárez, Ciudad de México, México"
261, Adolescentes en el Camino ,"Axopilco #5, Unidad Habitacional El Recreo, C.P. 02070",Delegación Azcapotzalco,Ciudad de México,México,2070,Asociación civil,"Axopilco #5, Unidad Habitacional El Recreo, C.P. 02070, Delegación Azcapotzalco, Ciudad de México, México"
262," Asociación Mexicana Pro Naciones Unidas, AC ",Blvd. Adolfo López Mateos 1661 Edificio A12 Despacho 904 Col. Lomas de Plateros.CP 01480,Delegación Álvaro Obregón,Ciudad de México,México,1490,Asociación civil,"Blvd. Adolfo López Mateos 1661 Edificio A12 Despacho 904 Col. Lomas de Plateros.CP 01480, Delegación Álvaro Obregón, Ciudad de México, México"
263, Albergue de Migrantes Casa Tochán ,"Calle Pavo Real Entre 40 y 41, Colonia Pino Suárez, C.P. 01141",Delegación Álvaro Obregón,Ciudad de México,México,1140,Albergue,"Calle Pavo Real Entre 40 y 41, Colonia Pino Suárez, C.P. 01141, Delegación Álvaro Obregón, Ciudad de México, México"
268, The Rhizome Center for Migrants ,Contactar vía página web o por teléfono.,Guadalajara,Jalisco,,,Asociación civil,"Contactar vía página web o por teléfono., Guadalajara, Jalisco, "
269, Puente TJ United ,No disponible,Tijuana,Baja California,México,22000,Colectivo,"No disponible, Tijuana, Baja California, México"
270, Madres Soñadoras Internacionales / DREAMers Moms USA / Tijuana A.C. ,No disponible,Tijuana,Baja California,México,22000,Colectivo,"No disponible, Tijuana, Baja California, México"
275, Espacio Migrante ,"Avenida Miguel Negrete 8350, Zona Urbana Rio Tijuana",Tijuana,Baja California,México,22010,Asociación civil,"Avenida Miguel Negrete 8350, Zona Urbana Rio Tijuana, Tijuana, Baja California, México"
277, Casa La Banda ,No disponible,Ciudad de México,Ciudad de México,México,06010,Casa de acogida,"No disponible, Ciudad de México, Ciudad de México, México"
278, Médicos sin fronteras ,"Fernando Montes de Oca 56, Col. Condesa, Del. Cuauhtémoc",Ciudad de México,Ciudad de México,México,6140,Asociación civil,"Fernando Montes de Oca 56, Col. Condesa, Del. Cuauhtémoc, Ciudad de México, Ciudad de México, México"
279," Corrientes, artísticas, sociales, ambientales. ","Marroquí 83 esquina con Ayuntamiento, Col. Centro, Del. Cuauhtémoc",Ciudad de México,Ciudad de México,México,6000,Otro,"Marroquí 83 esquina con Ayuntamiento, Col. Centro, Del. Cuauhtémoc, Ciudad de México, Ciudad de México, México"
280, Cooperativa Fotosíntesis ,Fray Juan de Torquemada No. 76 Colonia Obrera C.P 06800,Ciudad de México,Ciudad de México,México,06800,Cooperativa Parcialmente digital,"Fray Juan de Torquemada No. 76 Colonia Obrera C.P 06800, Ciudad de México, Ciudad de México, México"
281, Fondo Semillas ,"Fragonard 84, Col. San Juan, Del. Benito Juárez",Ciudad de México,Ciudad de México,México,3730,Otro,"Fragonard 84, Col. San Juan, Del. Benito Juárez, Ciudad de México, Ciudad de México, México"
282, Colectivo de Prácticas Narrativas ,"Gobernador Luis G. Viera 38, Col. San Miguel Chapultepec II Sección,",Ciudad de México,Ciudad de México,México,11850,Colectivo,"Gobernador Luis G. Viera 38, Col. San Miguel Chapultepec II Sección,, Ciudad de México, Ciudad de México, México"
284, Fundación para la justicia y el estado democrático de derecho ,"Calle Palenque 269, Col. Narvarte Oriente, Del. Benito Juárez",Ciudad de México,Ciudad de México,México,3020,Asociación civil,"Calle Palenque 269, Col. Narvarte Oriente, Del. Benito Juárez, Ciudad de México, Ciudad de México, México"
285, América sin muros ,"Paseo de la Reforma 296, Piso 19, Del. Benito Juárez",Ciudad de México,Ciudad de México,México,6600,Asociación civil,"Paseo de la Reforma 296, Piso 19, Del. Benito Juárez, Ciudad de México, Ciudad de México, México"
286, Fundación Loyola A.C ,Mariano Matamoros # 75 Col. del Carmen,Delegación Coyoacán,Estado de México,México,4100,Asociación civil,"Mariano Matamoros # 75 Col. del Carmen, Delegación Coyoacán, Estado de México, México"
287, Casa del migrante Galilea ,Calle Independencia 878 esquina con calle Río Balsas. Col. Barrio de San Miguel,León,Guanajuato,México,37390,Albergue,"Calle Independencia 878 esquina con calle Río Balsas. Col. Barrio de San Miguel, León, Guanajuato, México"
288, Servicios para una educación alternativa A.C. (EDUCA) ,"Escuadrón 202 No. 203, Col. Antiguo Aeropuerto",Oaxaca,Oaxaca,México,68050,Asociación civil,"Escuadrón 202 No. 203, Col. Antiguo Aeropuerto, Oaxaca, Oaxaca, México"
289, Iniciativa Ciudadana para la promoción de la cultura y el diálogo A.C. ,Calle 7 Poniente # 509 Interior 10,Puebla,Puebla,México,72000,Asociación civil,"Calle 7 Poniente # 509 Interior 10, Puebla, Puebla, México"
290," La 72, Hogar -Refugio para personas migrantes ",Estación Nueva,Tenosique,Tabasco,México,86901,Asociación civil,"Estación Nueva, Tenosique, Tabasco, México"
294, Hecate Society Tijuana ,No disponible,Tijuana,Baja California,México,22000,Colectivo,"No disponible, Tijuana, Baja California, México"
295, Casa de Luz ,No disponible,Tijuana,Baja California,México,22000,Colectivo,"No disponible, Tijuana, Baja California, México"
296, Casa Hogar El Puente ,"De Los Toros 14103, Amparo Sanchez, 22183 Tijuana, B.C.",Tijuana,Baja California,México,22183,Albergue,"De Los Toros 14103, Amparo Sanchez, 22183 Tijuana, B.C., Tijuana, Baja California, México"
298, Contra Viento y Marea ,No disponible,Tijuana,Baja California,México,22000,Colectivo,"No disponible, Tijuana, Baja California, México"
299, Hecate Society Tapachula ,No disponible,Tapachula,Chiapas,México,30700,Colectivo,"No disponible, Tapachula, Chiapas, México"
300, Border  Line Crisis Center A. C. ,"MIGUEL NEGRETE LAS CALIFORNIA'S PARK 22000 TIJUANA, B.C. Mexico",Tijuana,Baja California,México,22000,Asociación civil,"MIGUEL NEGRETE LAS CALIFORNIA'S PARK 22000 TIJUANA, B.C. Mexico, Tijuana, Baja California, México"
320, Las Vanders ,No disponible,Ciudad de México,Ciudad de México,México,06010,Organización Parcialmente digital,"No disponible, Ciudad de México, Ciudad de México, México"
342, HIAS Monterrey ,"Eglantina 1709, Jardín de Las Torres, 64754 Monterrey, N.L.",Monterrey,Nuevo León,México,64754,Asociación civil,"Eglantina 1709, Jardín de Las Torres, 64754 Monterrey, N.L., Monterrey, Nuevo León, México"
343, HIAS Tijuana ,"Ricardo Flores Magón 8119, Zona Centro, 22000 Tijuana, B.C.",Tijuana,Baja California,México,22000,Asociación civil,"Ricardo Flores Magón 8119, Zona Centro, 22000 Tijuana, B.C., Tijuana, Baja California, México"
344, HIAS Cd. Juárez ,"Calle Henry Dunant 4505-oficina 2, Zona Pronaf Condominio La Plata, 32310 Cd Juárez, Chih.",Ciudad Juárez,Chihuahua,México,32310,Asociación civil,"Calle Henry Dunant 4505-oficina 2, Zona Pronaf Condominio La Plata, 32310 Cd Juárez, Chih., Ciudad Juárez, Chihuahua, México"
345, HIAS Mexicali ,"Calle México 151, Primera, 21100 Mexicali, B.C. A un costado de la Secretaria de relaciones Exteriores.",Mexicali,Baja California,México,21100,Asociación civil,"Calle México 151, Primera, 21100 Mexicali, B.C. A un costado de la Secretaria de relaciones Exteriores., Mexicali, Baja California, México"
346, HIAS Nuevo Laredo ,"Sin oficina por el momento, solo atención vía telefónica.",Nuevo Laredo,Tamaulipas,,,Asociación civil,"Sin oficina por el momento, solo atención vía telefónica., Nuevo Laredo, Tamaulipas, "
347, HIAS Matamoros ,"Av. Tamaulipas 241, Jardín, 87330 Heroica Matamoros, Tamps.edificio RCM",Matamoros,Tamaulipas,México,87330,Asociación civil,"Av. Tamaulipas 241, Jardín, 87330 Heroica Matamoros, Tamps.edificio RCM, Matamoros, Tamaulipas, México"
348, HIAS Reynosa ,"Sin oficina por el momento, solo atención para asesoría legal vía telefónica.",Reynosa,Tamaulipas,,,Asociación civil,"Sin oficina por el momento, solo atención para asesoría legal vía telefónica., Reynosa, Tamaulipas, "
349, Las Vanders Honduras ,"No disponible Email contacto@lasvanders.org Teléfono 00525513901786 Fecha de fundación 2020 Página web Facebook Twitter Instagram Tipo de Iniciativa Organización Tipo de Ayuda Acompañamiento en solicitudes de asilo Alimentación o vestido Arte, cultura y activismo Asesoría en trámites de identificación Asesoría financiera Asesoría legal Asesoría psicológica Asesorías de español Capacitación o Entrenamiento Educación y difusión comunitaria Gestión de transporte Servicios educativos de inclusión Talleres de desarrollo y promoción comunitaria Descripción Las Vanders somos una organización feminista que trabaja a favor de los derechos de mujeres, niñas, jóvenes y personas de la diversidad sexual. Tenemos una base en la","de México desde donde acompañamos a mujeres en procesos migratorios y en situaciones de violencias letales. Desde 2020 abrimos una nueva base en Tegucigalpa para trabajar la migración desde los lugares de origen y en favor de la erradicación de la violencia en contra de mujeres, niñas, jóvenes y personas de la diversidad sexual. Ademas de los servicios que se enlistan ofrecemos: Sistematización de procesos y elaboración de informes; Referencia a refugios seguros; Apoyo en inclusión laboral; Acompañamiento en atención médica (parto, aborto, enfermedades crónicas, servicios de atención a personas con VIH/SIDA, etc.)",,,,Organización,"No disponible Email contacto@lasvanders.org Teléfono 00525513901786 Fecha de fundación 2020 Página web Facebook Twitter Instagram Tipo de Iniciativa Organización Tipo de Ayuda Acompañamiento en solicitudes de asilo Alimentación o vestido Arte, cultura y activismo Asesoría en trámites de identificación Asesoría financiera Asesoría legal Asesoría psicológica Asesorías de español Capacitación o Entrenamiento Educación y difusión comunitaria Gestión de transporte Servicios educativos de inclusión Talleres de desarrollo y promoción comunitaria Descripción Las Vanders somos una organización feminista que trabaja a favor de los derechos de mujeres, niñas, jóvenes y personas de la diversidad sexual. Tenemos una base en la, de México desde donde acompañamos a mujeres en procesos migratorios y en situaciones de violencias letales. Desde 2020 abrimos una nueva base en Tegucigalpa para trabajar la migración desde los lugares de origen y en favor de la erradicación de la violencia en contra de mujeres, niñas, jóvenes y personas de la diversidad sexual. Ademas de los servicios que se enlistan ofrecemos: Sistematización de procesos y elaboración de informes; Referencia a refugios seguros; Apoyo en inclusión laboral; Acompañamiento en atención médica (parto, aborto, enfermedades crónicas, servicios de atención a personas con VIH/SIDA, etc.), , "
389, SMR: Scalabrinianas Misión con Migrantes y Refugiados ,No disponible,Ciudad de México,Ciudad de México,México,06000,Asociación civil,"No disponible, Ciudad de México, Ciudad de México, México"
390, SMR: Scalabrinianas Misión con Migrantes y Refugiados en Tapachula ,"5ᵃ̵  Avenida Nte. 46, esquina con 9ª Oriente, Los Naranjos, Centro, 30830 Tapachula de Córdova y Ordoñez, Chiapas.",Tapachula,Chiapas,México,30830,Asociación civil,"5ᵃ̵  Avenida Nte. 46, esquina con 9ª Oriente, Los Naranjos, Centro, 30830 Tapachula de Córdova y Ordoñez, Chiapas., Tapachula, Chiapas, México"
