Organization Name,Facility  Name,Tipo,Direccion,Fuente,longitud,latitud
"Dando Amor, Vida y Esperanza, A.C.",,Albergue y Alimentacion,"15 Norte 9, Col. Centro C.P. 30700",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.6205892,19.3797196
Albergue “Niños del Futuro”,El Buen Samaritano,Albergue y Alimentacion,"Calle Iztapalapa 36, Col. Azteca C.P. 30786",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0532159,19.342083
"Casa del Migrante Scalabrini, A.C.",Albergue Belén,Albergue y Alimentacion,"Av. Hidalgo 2, Col. San Antonio Cahóacan C.P. 30789",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2427335,14.8863716
Albergue para Menores de Edad,Todo por Ellos,Albergue y Alimentacion,"Calle 14 Norte 30, Col. Centro C.P. 30700",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.613455,19.3759075
Albergue,"Ejército de Salvación, A.C.",Albergue y Alimentacion,"5ta Norte entre 31 y 33 Oriente, Col. 05 de Febrero. C.P. 30700",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2116228206383,19.49053357614997
Albergue,Jesús El Buen Pastor del Pobre y el Migrante,Albergue y Alimentacion,Entronque a Raymundo Enr[iquez a 500 metros C.P. 30820,OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.396174,14.9322428
Albergue,Jesús Esperanza en el Camino,Albergue y Alimentacion,"1a calle Pte y 16 sur 1664, Barrio San Francisco C.P. 26066",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.11855120919368,16.74111319214298
Uno de Siete,"Migrando, A.C.",Albergue y Alimentacion,"Calle Ciudad Camargo 101, Col. Revolución C.P. 31135",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.1048106,28.7009895
Casa del Migrante,"Juárez, A.C.",Albergue y Alimentacion,"Neptuno 1855, Col. Satélite C.P. 32540",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.370663,31.684635
Desayunador,Madre Teresa,Albergue y Alimentacion,"Calle 106 y Las Águilas, Col. Tierra Nueva C.P. 31528",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.9066367198588,28.39285678471946
"Asociación Cristina de Jóvenes de la Ciudad de Chihuahua, A.C.",Casa YMCA para menores migrantes,Albergue y Alimentacion,"Av. 1ro de Mayo 1403 Int - 1, Col. Santa Rita C.P. 31240",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.5302027785489,29.1579329486032
Casa,"Casa de los Amigos, A.C.",Albergue y Alimentacion,"Ignacio Mariscal 132, Col. Tabacalera Del. Cuauhtémoc, C.P. 06030",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1545345,19.4381108
Centro de Día,"Sin Fronteras, I.A.P.",Albergue y Alimentacion,"Carlos Dolci 96, Col. Alfonso XIII, Del. Álvaro Obregón, C.P. 01460",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1944907,19.3770416
Misión con Migrantes y Refugiados,SMR Scalabrin,Albergue y Alimentacion,"Constantino 251, Col. Vallejo, Del. Gustavo A. Madero C.P 07870",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1331631,19.4673105
"Casa de Acogida, Formación y Empoderamiento de la Mujer",Internacional y Nacional,Albergue y Alimentacion,"Constantino 251, Col. Vallejo, Del. Gustavo A. Madero C.P. 07870",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.130106,19.4637665
Albergue,Casa Tochán,Albergue y Alimentacion,"Pavo Real s/n, entre 40 y 41, Col. José María Pino Suárez, Del. Álvaro Obregón C.P. 01140",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1948591,19.3982395
Hogar La Esperanza,Ejército de Salvación,Albergue y Alimentacion,"Labradores 85, Col. Morelos C.P. 15270",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.118391,19.4427125
Casa del Migrante,Emmaus,Albergue y Alimentacion,"Dr. Coss 47, Col. Centro C.P.26200",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1833106,25.9249814
Casa del Migrante,Frontera Digna,Albergue y Alimentacion,"Anáhuac 605, Col. Centro C.P. 26000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.5080399408207,28.68042805120949
"Casa del Migrante Saltillo Frontera con Justicia, A.C.","Humanidad Sin Fronteras, A.C.",Albergue y Alimentacion,"Juan de Erbaez 2406, Col. Landín C.P. 25070",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.0248526,25.4040977
Centro de Día para Migrantes,Jesús Torres,Albergue y Alimentacion,"Yucatán 171, Col. Las Julietas C.P. 27296",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.4027777,25.5003353
Cáritas,Diocesana de Torreón,Albergue y Alimentacion,"Av. La Paz 300, Col. Nueva California C.P. 27089",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.4053056,25.5403945
Casa del Migrante,San Juan Diego,Albergue y Alimentacion,"Camino Tequixquiac Km 50.5, Barrio San Bartolo C.P. 54680",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1400807,19.9106326
Casa del Migrante,ABBA,Albergue y Alimentacion,"Eufemio Zapata 216, Col. Emiliano Zapata C.P. 03800",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.800829795605,20.541442935039
Casa del Migrante,San Juan de Dios,Albergue y Alimentacion,"Río Silao 1897, esq. Río Balsas, Col. La Pradera C.P. 36670",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.4282369,20.952141
Casa del Migrante,San Carlos Borromeo,Albergue y Alimentacion,"2a Privada de Morelon 107, Col. Guanajuato C.P. 36780",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.2049226,20.5593774
Albergue,"Manos Extendidas a los Necesitados, A.C.",Albergue y Alimentacion,"16 de Septiembre 428-A, Barrio del Zapote C.P. 38057",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.803688,20.5279884
Hermanas de los Sagrados Corazones,Casa del Migrante “El Samaritano”,Albergue y Alimentacion,"Estación Bojay s/n, Barrio el Carbonal (Enfrente de las vías del tren) C.P. 42827",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2446093,20.0430733
Casa de Migrantes,Santo Toribio,Albergue y Alimentacion,"Hernando de Martell 14-A, Col. La Luz C.P. 47400",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.9265881,21.3602751
Casa del Migrante y Refugiado,El Refugio,Albergue y Alimentacion,"Constitución 350, entre Melchor Ocampo e Ignacio Mejía, Col. Cerro del Cuatro C.P. 45599",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.3497909,20.599766
FM4 Paso Libre,"Dignidad y Justicia en el Camino, A.C.",Albergue y Alimentacion,Calderón de la Barca 468-A Col. Arcos Vallarta C.P. 44130,OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.3791611,20.6674433
Hermanas del Servicio Social,Movilidad Humana de Morelia,Albergue y Alimentacion,"Morelia 1ro de Mayo 255 y 225, Col. Centro C.P. 58000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.1877493,19.7072476
Albergue,Obsidiana,Albergue y Alimentacion,"Calle Amado Nervo 164A, Col. Everardo Peña Navarro C.P. 63940",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.3719173,21.0409524
Casa de la esperanza,San José,Albergue y Alimentacion,"Padre Enrique Mejía 194, Col. Centro C.P. 63000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.5685297,22.7705359
Centro de Apostolado,San Nicolás Tolentino,Albergue y Alimentacion,"Emiliano Zapata 4417, Col. Guadalupe Victoria C.P. 67180",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.2140554795585,25.66431955189352
Albergue y Comedor Publico para Mujeres Migrantes,Vislumbrando un Nuevo Horizonte,Albergue y Alimentacion,"Av. 5 de Mayo 494, Col. Centro C.P.64000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.9579242,20.2736368
Hogar de las Bienaventuranzas,"monterrey, nuevo león",Albergue y Alimentacion,"Emiliano Carranza 301, Col. Centro C.P.64000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3110805,25.6776312
"Casa Indi, A.C.","monterrey, nuevo león",Albergue y Alimentacion,"Av. Bernardo Reyes 2404, Col. Industrial C.P. 64410",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3256048,25.6987149
"Paso de Esperanza, A.C.","monterrey, nuevo león",Albergue y Alimentacion,"Cond. Acero, Oficina 612, Zaragoza 1000 esquina con Ocampo C.P. 64000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.311425,25.6657784
Casa del Forastero,Santa Martha,Albergue y Alimentacion,"Calle José Maria Bocanegra, esq. Amado Nervo, Col. Industrial C.P.64440",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3199342,25.6909924
Ayuda humanitaria al migrante,Casa Monarca,Albergue y Alimentacion,"Priv. Nicolás Bravo 510, Col. Nueva Santa Catarina, C.P. 66350",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.4617963,25.6694308
Casa del Migrante,Ruchagalú,Albergue y Alimentacion,"Av. 1ro de mayo 1110, Col. Rincón Viejo Santa María Petapa, C.P. 70370",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-95.0416551,16.8946608
"Centro de Orientación del Migrante de Oaxaca, A.C.",COMI,Albergue y Alimentacion,"Callejón de Guadalupe Victoria s/n, Col. Centro C.P. 68000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.734027252818,17.06367811066808
Albergue,"Hermanos en el Camino, A.C.",Albergue y Alimentacion,"Av. Ferrocarril Pte. 60, Barrio La Soledad C.P. 70110",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.522290296546,20.0260498541603
Parroquia de la Asunción. Ayuda,Humanitaria a Migrantes en Tránsito,Albergue y Alimentacion,"Calle 45 Norte 206, Col. Aquiles Serdán C.P.72140",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2279047,19.0629672
Parroquia,María Auxiliadora,Albergue y Alimentacion,"Calle 78 Pte. 915, Col. 20 de Noviembre C.P. 62230",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.19047201604384,19.10012693766609
Casa del Migrante de la Parroquia de,Nuestra Señora de los Desamparados,Albergue y Alimentacion,"Av. 36 Poniente 3308, Col. Nueva Aurora (atrás de la Central de Autobuses de Puebla) C.P. 42070",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2243739,19.115124
Albergue,San Felipe Hueyotlipan,Albergue y Alimentacion,"Calle 5 de Febrero 1, Col. San Felipe Hueyotlipan C.P. 72030",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2139679,19.0870925
Albergue para Migrantes,"Toribio Romo, A.C.",Albergue y Alimentacion,"Priv. Campesinos 1, Col. San Pedrito Peñuelas C.P. 76148",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3977359,20.6379397
Centro de Apoyo,Marista al Migrante,Albergue y Alimentacion,"Marte 2, Col. Centro Universidad Marista de Queretaro C.P. 76000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3853829,20.6014181
Estancia del migrante,"González y Martínez, A.C.",Albergue y Alimentacion,"Antigua Estación Bernal, C.P. 76776",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.8629694,20.5091637
Casa de la Caridad,Hogar del Migrante,Albergue y Alimentacion,"Juán Álvarez 210, Barrio de Tlaxcala C.P. 78038",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9701881,22.1647841
Albergue,Una Gota en el Océano,Albergue y Alimentacion,"Bahía Magdalena 20, Col. Rincón de Urías C.P. 82070",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.3851941,23.2380346
"Cáritas Mazatlán, I.A.P.","mazatlán, sinaloa",Albergue y Alimentacion,"Toma de Celaya 86, Col. Francisco Villa C.P. 82127",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.4273366,23.2520192
Casa para Menores Migrantes,YMCA,Albergue y Alimentacion,Calle 1 avenida 12 y 13 colonia Centro C.P. 84200,OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.18370758694324,20.23906133398411
Centro de Atención al Migrante,Exodus,Albergue y Alimentacion,"Calle 6 y Avenida Anahuac, Col. Ferrocarril, C.P. 84200",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.5670068677027,31.33269080713001
Centro de Recursos para Migrantes,Agua Prieta,Albergue y Alimentacion,"Calle Primera, Av. 3, s/n, C.P. 26000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.5489617,31.3277755
Centro Comunitario de Atención al Migrante y Necesitado,CCAMYN,Albergue y Alimentacion,"Gonzalo Senday 79, Col. Buenos Aires CP. 83750",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-111.839738076975,30.7184965018136
Casa del Migrante,"Pueblo Sin Fronteras, A.C.",Albergue y Alimentacion,"Av. López Collado, Col. Eleazar Ortiz C.P. 83621",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-112.1602617,30.72149
Albergue para migrantes,"San Juan Bosco, I.A.P.",Albergue y Alimentacion,"Calle Montaño 1063-A, Col. Municipal C.P. 84035",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9438603,31.3136283
Centro Comunitario,de Ayuda al Migrante,Albergue y Alimentacion,"Blvd. Benito Juárez s/n , Col. Industrial C.P. 83600 (Domicilio de Parroquia)",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-115.4659516,32.6532935
Casa,Nazareth,Albergue y Alimentacion,Canalización por Iniciativa KINO,OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.964843,31.3298491
Comedor y Dispensario,San Luis Gonzaga,Albergue y Alimentacion,"Cayaco 12, Ejido La Victoria Punta Bella C.P.  83304",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.8925458,29.125295
Centro de Atención a Migrantes,Deportados Iniciativa KINO,Albergue y Alimentacion,Canalización por Iniciativa KINO,OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.964843,31.3298491
Iniciativa KINO para la,Frontera Norte en México,Albergue y Alimentacion,"Línea Internacional, Garita 2, Intersección de Reforma y Periférico Luis Donaldo Colosio 55, Col. Del Rosario C.P. 84000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9581147,31.3288202
Albergue de la Esperanza,"Pueblo Sin Fronteras, A.C",Albergue y Alimentacion,"Calle Hermenegildo Galeana Lt. 7, entre Guaymas y Empalme, Col. Burocrata C.P.8570",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9090678,27.9110633
Casa del Migrante,"La Divina Providencia, I.A.P",Albergue y Alimentacion,"Av. Zaragoza 912, Col. Comercial C.P. 83449",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-114.7733526,32.4743515
Casa de Atención al Migrante,El Santuario,Albergue y Alimentacion,Capilla de Macuspana (Estación de tren),OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.5936096,17.7607017
Hogar Refugio para Personas Migrantes,La 72,Albergue y Alimentacion,"Prol. de la calle 20 s/n, Col. Estación Nueva, C.P. 86901",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-91.430929,17.4619508
Casa del Migrante San Juan Diego,y San Francisco de Asis A.C.,Albergue y Alimentacion,"Av. Golfo de México 49, Col. Ampliación Solidaridad, C.P. 87456",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.4860171,25.8370096
Casa Migrante,Nazareth,Albergue y Alimentacion,"Maderos 350, Col. Victoria C.P. 88030",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.4915815,27.4939732
Casa del Migrante,Senda de Vida,Albergue y Alimentacion,"Bordo de Protección 5, Col. 21 de Marzo",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.28400407265762,26.10013841910451
Casa del Migrante,Emaus,Albergue y Alimentacion,"Díaz Mirón 607, entre Gochicoa y Alarcón, Col. Casjal C.P. 89280",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.8629079,22.2176726
Casa del Migrante,"Nuestra Señora de Guadalupe, A.C.",Albergue y Alimentacion,"María J. González 501, Col. Aquiles Serdán C.P. 88540",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2884514,26.0964303
Casa del Migrante,Amar,Albergue y Alimentacion,"Canales 2112, Sector Centro C.P. 88160",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.52702320000002,27.4908151
Casa del Migrante,"Nuestra Señora de Guadalupe, A.C.",Albergue y Alimentacion,"María J. González 501, Col. Aquiles Serdán C.P. 88540",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2884514,26.0964303
Casa del Migrante,Amar,Albergue y Alimentacion,"Canales 2112, Sector Centro C.P. 88160",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.52702320000002,27.4908151
Albergue,La Sagrada Familia,Albergue y Alimentacion,"3ra Priv. de Álvaro Obregón s/n, Col. Ferrocarrilera C.P. 90342",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3343527,25.7277321
Albergue,Mons. Guillermo Ranzahuer,Albergue y Alimentacion,Calle Ignacio Allende 926 Barrio Cuarto C.P.96160,OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-94.9013084,17.935509
Comedor para Migrantes,Las Patronas,Albergue y Alimentacion,"Calle 14 s/n, Col. Guadalupe C.P. 94940",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.923371330376,18.8252388084241
Casa del migrante,"Diócesis de Coatzacoalcos, A.R.",Albergue y Alimentacion,"Río Pánuco s/n, entre Río Tuxpan y Río Calzadas, Col. Coatzacoalcos, C.P. 96499",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.9237814601796,18.1199035
Albergue,Decanal Guadalupano,Albergue y Alimentacion,"Aldama 50, Col. El Viejo C.P. 95180",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.0765288,22.923663
,"Centro de Asistencia Social de Niñas, Niños y Adolescentes Migrantes","Mujer, Niñez y Juventud","Argentina 710, Col. Agricultura Aguascalientes, Ags. C. P. 20234",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.2973602,21.8632023
,Albergue Temporal Mexicali,"Mujer, Niñez y Juventud","Salina Cruz 1253, Col. Guajardo Mexicali, Baja California. C. P. 21050",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-115.497891,32.6388836
,Albergue Temporal Tijuana,"Mujer, Niñez y Juventud","De los Taxistas s/n, 3ra Etapa del Río Tijuana, Baja California. C.P. 22226",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-116.9295218,32.4893533
,Una Luz en mi Vida,"Mujer, Niñez y Juventud","Vista Hermosa, San José del Cabo. Los Cabos, Baja California Sur.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.7279163,23.1003977
,Casa Hogar La Esperanza,"Mujer, Niñez y Juventud","Paseo Nicolás Tamaral e/Padre Kino y H. de Independencia Col. Centro Loreto, Baja California Sur.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-111.3533961,26.0096307
,Casa Hogar El Altísimo A.C.,"Mujer, Niñez y Juventud","Col. La Paloma, S/N, Municipio de Mulegé BCS, C.P. 23900",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-111.9864036,26.8911994
,Albergue Infantil “María Palmira Lavalle” del DIF Estatal Campeche,"Mujer, Niñez y Juventud","Av. Juan Escutia s/n, Col.Buenavista, San Francisco de Campeche, Campeche. C.P.24040",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-90.5598068,19.8257866
,Meced Arrecife,"Mujer, Niñez y Juventud","Av. Puerto de Campeche s/, Col. Santa Isabel, Carmen, Campeche, C.P. 24157",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-91.8074586,18.6504879
,Albergue Municipal para Niñas y Niños Migrantes,"Mujer, Niñez y Juventud","6a. Norte y 19a. Poniente, Col. Centro Tapachula, Chiapas. C.P. 30700",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.260716,14.9163446
,Casa del Migrante para Niñas y Niños No Acompañados,"Mujer, Niñez y Juventud","Avenida Bonampak, esquina Chocol-Ha s/n, Col. Maya Laca",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-86.3993846705623,21.3784987878732
,Casa Hogar Alegre Odres Nuevos A.C.,"Mujer, Niñez y Juventud","Calle Marcelino Álvarez No. 450 Col. Rivera Cerro Hueco. Tuxtla Gutiérrez, Chiapas.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.085812847517,16.7341929890728
,El Faro de Esperanza A. C.,"Mujer, Niñez y Juventud","Carretera Panamericana Km. 980, Cintalapa, Chiapas.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.7985867,16.5986878
,Los Niños son de Cristo,"Mujer, Niñez y Juventud","Calle Chicoasen 309, Col. Cruz con Casitas Tuxtla Gutiérrez, Chiapas.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.1015531,16.7836892
,México Mi Hogar,"Mujer, Niñez y Juventud","Bolivia 605 Nte. Col. Hidalgo Ciudad Juárez, Chihuahua.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.4719087,31.743113
,Albergue para Repatriados y Menor Migrante,"Mujer, Niñez y Juventud","vista Hermosa, San José del Cabo. Los Cabos, Baja California Sur.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.7279163,23.1003977
,Centro de Estancia de Transitoria de la PGJDF,"Mujer, Niñez y Juventud","Dr. Lavista 78 Col. Doctores Del. Cuauhtémoc, Ciudad de México.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1466647,19.4248195
,"Fundación Casa Alianza México, I.A.P.","Mujer, Niñez y Juventud","Cerro Churitzio 118, Col. Campestre Churubusco, Del. Coyoacán, Ciudad de México.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1362559,19.3425061
,"Fundación Dar y Amar Daya, I.A.P.","Mujer, Niñez y Juventud","Calle Puebla 77, Col. Cuajimalpa Del. Cuajimalpa, Ciudad de México.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.3022314,19.3536475
,Hogares Providencia,"Mujer, Niñez y Juventud","Isabel la Católica 745, Col. Álamos Del. Benito Juárez, Ciudad de México.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1414684,19.3955437
,"Yolia Niñas de la Calle, A.C.","Mujer, Niñez y Juventud","Av. Hidalgo Lote 19 Manzana 54, Col. Olivar Del Conde, Segunda Sección, Del. Álvaro Obregón, Ciudad de México.C.P. 01408",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.213866,19.3727056
,Casa de los Niños y las Niñas Sección Casa Cuna,"Mujer, Niñez y Juventud","Paseo de los Nogales 922, Col. Chapultepec Saltillo, Coahuila. C.P. 25050",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.993255,25.4098167
,Casa de los Niños Sección Albergue,"Mujer, Niñez y Juventud","Paseo de los Nogales 922, Col. Chapultepec Saltillo, Coahuila. C.P. 25050",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.993255,25.4098167
,Casa de las Niñas Sección Casa Rosa,"Mujer, Niñez y Juventud","Paseo de los Nogales 922, Col. Chapultepec Saltillo, Coahuila. C.P. 25050",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.993255,25.4098167
,Albergue Transitorio,"Mujer, Niñez y Juventud","Pedro Ampudia s/n, Col. Guayulera Saltillo, Coahuila.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.0214558,25.4168308
,Casa Hogar San José de los Huérfanos,"Mujer, Niñez y Juventud","Prolongación Independencia 163, Col. La Armonia, Colima, Colima. C.P. 28020",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.7238485,19.258137
,Casa Hogar María Ángela,"Mujer, Niñez y Juventud","vista Hermosa, San José del Cabo. Los Cabos, Baja California Sur.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.7332937,23.1023512
,"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Cuna Tlalpan","Mujer, Niñez y Juventud","Calz. De Tlalpan 1677, Col. del San Diego Churubusco, Tlalpan, Ciudad de México. C.P. 04120",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1650674,19.3493255
,"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Cuna Coyoacán","Mujer, Niñez y Juventud","Moctezuma 46, Col. Del Carmen Coyoacán, Ciudad de México. C.P. 04100",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1581597,19.3506611
,Centro Amanecer para Niños,"Mujer, Niñez y Juventud","Callejón del Río 33, Col. Barrio Santa Catarina, Coyoacán, Ciudad de México. C.P. 04010",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1771945,19.3515955
,"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Hogar para Niñas","Mujer, Niñez y Juventud","Av. Insurgentes Sur 3700-A, Col. Insurgentes Cuicuilco Coyoacán, Ciudad de México. C.P. 04530",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1862184,19.307556
,"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Hogar para Varones","Mujer, Niñez y Juventud","Callejón del Río 33, Col. Barrio Santa Catarina, Coyoacán, Ciudad de México. C.P. 04010",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1779068,19.3508282
,Modelo de Atención para Adolescentes Institucionalizados y Migrantes no Acompañados “Casa Crecemos”,"Mujer, Niñez y Juventud","Avenida del Hierro s/n, Fracc. Fidel Velázquez, Durango, Durango. C.P. 34227",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.5972566,24.0634962
,"Casa Hogar Annabel de Vallejo, A.C. (Casa de Varones)","Mujer, Niñez y Juventud","Carretera a Tizapan el Alto 51, Localidad de Mismaloya, Tizapan El Alto, Jalisco.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.1114847,20.1565431
,"Villas Juveniles San Juan, A.C.","Mujer, Niñez y Juventud","Chicozapote 1109, Paraísos del Collí Zapopan, Jalisco. C.P. 45070",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.4459619,20.6531802
,Albergue Temporal Infantil,"Mujer, Niñez y Juventud","Paseo Colón 600, Col. Villa Hogar Toluca, Estado de México.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.6620836,19.2691442
,Centro de Asistencia Morelense para la Infancia,"Mujer, Niñez y Juventud","Av. Miguel Hidalgo s/n, Col. Miguel Hidalgo Temixco, Morelos.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2155379,18.8402566
,Centro de Asistencia Social para Adolescentes,"Mujer, Niñez y Juventud","Av. Miguel Hidalgo s/n, Col. Miguel Hidalgo Temixco, Morelos.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2155379,18.8402566
,"Pro Chavos, A.C. Centro de Rehabilitación de Jóvenes Prob. Drogas y Alcohol","Mujer, Niñez y Juventud","20 de Nov. 10, Col. Rubén Jaramillo, Temixco, Morelos.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2395456,18.8366523
,"Materno Infantil de la Asunción de María, A.C.","Mujer, Niñez y Juventud","Roble 47, Col. San Juan, Tepic, Nayarit.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.9074948,21.5094507
,"Casa de Niños Frank González, A.C.","Mujer, Niñez y Juventud","Prolongación Sabino 138, Col. Cuauhtémoc Tepic, Nayarit.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.9082523,21.4857099
