"ciudad","tipo","name","description","geometry_str","Tipo","Name","Description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","descripci__n","Metro_cercano","Tel__fono","Horario","Descripci__n","Horario_atenci__n","Descrici__n"
NA,NA,NA,"""Refugio al que mujeres de todas las edades, junto con sus hijas e hijos y que hayan pasado o estén viviendo situación de violencia pueden acudir.<br><br>Se brinda apooy psicosocial, el cual incluye: abogados, trabajadoras sociales y psicólogas, además de la impartición de talleres de autoempleo.""<br><br>81 1360 2711 y 800 509 2527	<br><br>24 hrs/ 7 días de la semana","c(-100.4179382, 25.665369, 0)","Mujeres y Niñez","Puerta Violeta San Pedro Garza García",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Asesoría legal y psicológica las 24 horas para personas victimas de violencia de genero todos los días de la semana y en caso de ser necesario, acompañamiento en situaciones urgentes.<br><br>81 1300 5391, 81 1300 4875, 81 1300 5006, 81 1783 8350 y 81 1784 5253	<br><br>24 hrs/ 7 días de la semana vía telefonica","c(-100.3105169, 25.6731669, 0)","Mujeres y Niñez","Instituto Estatal de las Mujeres",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"""Orientación y asesoría legal en materia de asilo y migratoria en México. Servicios de Trabajo Social<br><br>81 8669 7038 (asistencia legal) y 81 8669 7650 (área psicosocial) <br><br>Lunes a viernes de 9:00 a 17:00 hrs","c(-100.3616622, 25.6792034, 0)","Organismos Internacionales y Sociedad Civil","Casa Monarca",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Información, orientación y apoyo a personas<br>que huyen de sus países y que no pueden<br>volver porque su vida o seguridad corren<br>peligro. Así como programas para su<br>integración al país.<br><br>Edificio Latino, Piso 8. Juan Ignacio Ramón 506, Col. Centro. Monterrey, Nuevo León. C.P. 64000.	Monterrey	<br><br>55 4791 7041, 55 7005 5950 y 800 226 8769 o al correo mexmefomon@unhcr.org	<br><br>L-J de 9:00 a.m. a 4:30 p.m.<br>Viernes de 9:00 a.m. a 2:00 p.m.","c(-100.3110976, 25.670937, 0)","Organismos Internacionales y Sociedad Civil","ACNUR - Agencia de la ONU para los Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Consulta médica especializada, terapia física y de lenguaje como tramites especiales previa cita a personas con discapacidad transitoria o permanente, desde recién nacidos hasta adulto mayor. Las especialidades son las siguientes: Medicina Física y Rehabilitación, Pediatría, Ortopedia y Traumatología, Neurología, Otorrinolaringología, Urología, Genética, Medicina del Trabajo y Oftalmología.<br><br>81 2020 8000 Ext 8048 y 8037	<br><br>L-V 7:00 AM a 3:00 PM","c(-100.2883825, 25.6237777, 0)","Salud","Centro Estatal de Rehabilitacion y Educacion Especial",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centro de salud comunitario donde se ofrece atención clínica y servicios básicos de salud a los habitantes de Nuevo León, como: promoción de la salud, diagnóstico temprano de enfermedades, y detección y control de riesgos. <br><br>81 2459 1415<br><br>Lunes a viernes de 8:00 a 15:30 hrs.<br> ","c(-100.2320852, 25.6750302, 0)","Salud","Centro de Atención Primaria de Adicciones y Salud Mental",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centro de salud comunitario donde se ofrece atención clínica y servicios básicos de salud a los habitantes de Nuevo León, como: promoción de la salud, diagnóstico temprano de enfermedades, y detección y control de riesgos. <br><br>81 8190 6979 y 81 8190 6983	<br><br>Lunes a Viernes de 8:00 a 16:00 hrs<br> ","c(-100.3083612, 25.6610255, 0)","Salud","Centro de Especialidades Dentales",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Hospital de General Público donde se ofrecen servicios medicos como Planificación Familiar, Estomatología, Cardiología, Cirugía General<br><br>81 8305 5900	<br><br>24 horas / 7 días a la semana","c(-100.274372, 25.7140788, 0)","Salud","Hospital Metropolitano",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Hospital de Especialidad Familiar e Infantil Público donde se ofrecen servicios medicos como planificación Familiar, Estomatología, Cardiología, Alergología, Cirugía General, Dermatología, Endocrinólogo, Epidemiologia<br><br>81 8131 3232	<br><br>24 horas / 7 días a la semana","c(-100.2233881, 25.694406, 0)","Salud","Hospital Regional de Alta Especialidad Materno Infantil",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.<br><br>81 832 65271	<br><br>9:00am a 6:00pm<br> ","c(-100.1897837, 25.6415598, 0)","Recreativo y cultural","Centro Comunitario Tierra Propia",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8900 8654<br><br>9:00am a 6:00pm","c(-100.2153987, 25.6441056, 0)","Recreativo y cultural","Centro Comunitario Unidad Piloto",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8323 5585<br><br>9:00am a 6:00pm","c(-100.1935054, 25.6895023, 0)","Recreativo y cultural","Centro Comunitario Las Sabinas",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8453 0618<br><br>9:00am a 6:00pm","c(-100.1696035, 25.7041128, 0)","Recreativo y cultural","Centro Comunitario Valle Soleado",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 81487576	<br><br>9:00am a 6:00pm","c(-100.2258708, 25.7998199, 0)","Recreativo y cultural","Centro Comunitario Prados de Santa Rosa",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8240 5925	<br><br>9:00am a 6:00pm","c(-100.1736235, 25.7262723, 0)","Recreativo y cultural","Centro Comunitario Santa Fe",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 2020 9261	<br><br>9:00am a 6:00pm","c(-100.4151684, 25.7757693, 0)","Recreativo y cultural","Centro Comunitario La Alianza",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8391 9818<br><br>9:00am a 6:00pm","c(-100.4059793, 25.7767341, 0)","Recreativo y cultural","Centro Comunitario La Alianza Sector Q",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 1087 0851<br><br>9:00am a 6:00pm","c(-100.3584783, 25.765365, 0)","Recreativo y cultural","Centro Comunitario René Álvarez",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>9:00am a 6:00pm","c(-100.3775592, 25.790745, 0)","Recreativo y cultural","Centro Comunitario Adelaila Lafón",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>9:00am a 6:00pm","c(-100.2888554, 25.6335501, 0)","Recreativo y cultural","Centro Comunitario Revolución Proletaria",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 2127 9898<br><br>9:00am a 6:00pm","c(-100.2882067, 25.6280602, 0)","Recreativo y cultural","Centro Comunitario Sierra Ventana",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 2020 7899	<br><br>9:00am a 6:00pm","c(-100.3144455, 25.6514787, 0)","Recreativo y cultural","Centro Comunitario Bicentenario de la Independencia",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.<br><br>81 2020 7875<br>81 2020 7873<br><br>9:00am a 6:00pm","c(-100.3699391, 25.7650323, 0)","Recreativo y cultural","Centro Comunitario San Bernabé",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>9:00am a 6:00pm","c(-100.3849892, 25.8448524, 0)","Recreativo y cultural","Centro Comunitario Alianza Real",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8452 2978	<br><br>9:00am a 6:00pm","c(-100.3704713, 25.805286, 0)","Recreativo y cultural","Centro Comunitario Eulalio Villarreal",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8286 9405<br>81 8237 3509<br><br>9:00am a 6:00pm","c(-100.270301, 25.8060127, 0)","Recreativo y cultural","Centro Comunitario Fernando Amilpa",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8861 6713<br><br>9:00am a 6:00pm","c(-100.117581, 25.6437424, 0)","Recreativo y cultural","Centro Comunitario Los Encinos",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8861 6983<br><br>9:00am a 6:00pm","c(-100.1295307, 25.6348761, 0)","Recreativo y cultural","centro comunitario Hector Caballero",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.<br><br>81 8282 8999<br><br>9:00am a 6:00pm","c(-100.1677079, 25.6285945, 0)","Recreativo y cultural","Centro Comunitario Arboledas De Los Naranjos",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.<br><br>81 2033 8716<br>81 2033 8718<br><br>9:00am a 6:00pm","c(-100.14598, 25.6189072, 0)","Recreativo y cultural","Centro Comunitario Monte Kristal",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8192 6821	<br><br>9:00am a 6:00pm","c(-100.6047516, 25.7989446, 0)","Recreativo y cultural","Centro Comunitario Ampliación Nogales",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 5515 1803	<br><br>9:00am a 6:00pm","c(-100.4258034, 25.7929356, 0)","Recreativo y cultural","Centro Comunitario Las Palmas",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 5244 0917	<br><br>9:00am a 6:00pm","c(-100.0465786, 25.7901541, 0)","Recreativo y cultural","Centro Comunitario Pesquería",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 5244 0917<br><br>9:00am a 6:00pm","c(-100.4015695, 25.7834605, 0)","Recreativo y cultural","Centro Comunitario Valle de la Esperanza",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Lugar para proponer y/o participar en proyectos y actividades colaborativas para descubrir nuevas formas de habitar nuestro entorno.<br><br>81 2722 7050<br><br>L-V 14:00 - 21:00 S: 11:00 - 19:00","c(NaN, NaN, NaN)","Recreativo y cultural","LABNL Lab Cultural Ciudadano",NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Lugar para proponer y/o participar en proyectos y actividades colaborativas para descubrir nuevas formas de habitar nuestro entorno. Biblioteca, Teatro, Instrumentos musicales.<br><br>L-S 09:00 - 19:00","c(NaN, NaN, NaN)","Recreativo y cultural","Esfera Cultural García",NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Lugar para proponer y/o participar en proyectos y actividades colaborativas para descubrir nuevas formas de habitar nuestro entorno. Biblioteca, Teatro, Instrumentos musicales.<br><br>L-S 09:00 - 19:00","c(NaN, NaN, NaN)","Recreativo y cultural","Esfera Cultural Buena Vista",NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Lugar para proponer y/o participar en proyectos y actividades colaborativas para descubrir nuevas formas de habitar nuestro entorno. Biblioteca, Teatro, Instrumentos musicales. <br><br>L-S 09:00 - 19:00","c(NaN, NaN, NaN)","Recreativo y cultural","Esfera Cultural Galeana",NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Alojamiento y asistencia a personas migrantes y refugiadas.<br><br>916 100 02 17 <br><br>Diario, 7:00 am, 2:00 pm y 7:00 pm por el lapso de una hora.","c(-91.9925432, 17.5430906, 0)","Albergues","Casa del Caminante Jtatic Samuel Ruiz García",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Protección, defensa, observancia, promoción, estudio y divulgación de los derechos humanos. Recepción de quejas. <br><br>Av. 5 de Mayo. Entre Abasolo y Aldama.<br><br>Tel.: 916 34 5 06 63 . <br> palenque@cedh-chiapas.org<br><br>Lunes a viernes, 8:30 am -4:00 pm.","c(-91.9828884, 17.508738, 0)","Derechos Humanos","Comisión Estatal de Derechos Humanos",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Acompafíamiento para realizar denuncias y quejas, asesoría en relación a violaciones <br>de derechos humanos y comisión de delitos.<br><br>Av. Miguel Hidalgo S/N, Centro  (Palacio Municipal, planta baja).  <br><br>916 345 0097 ext. 114<br><br>Lunes a viernes, 9:00 am -3:00 pm y 6:00 -8:00 pm. ","c(-91.9811457, 17.5096209, 0)","Derechos Humanos","Defensor Municipal de Derechos Humanos ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Orientación sobre trámites y servidos migratorios, de asilo o la condición de refugiado.<br><br>913 345 0097<br><br>Lunes a viernes, 8:00 am -4:00 pm.","c(-91.9812396, 17.5086181, 0)","Derechos Humanos","Dirección de Atención a Personas Migrantes y Refugiadas (DAPMyR)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Oficina dei Presidente Municipal y otras instancias dei município de Palenque. <br>Atención a ciudadanía, asesoría y canalización a servidos públicos.<br><br>Av. Miguel Hidalgo S/N, Centro. <br><br>916345 0097 <br><br>Lunes a viernes, 9:00 am -3:00 pm .","c(-91.9809937, 17.509586, 0)","Instituciones Públicas","Palacio Municipal de Palenque",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Espacio para realizar trámites migratorios, incluyendo presentar la solicitud de la condición de refugiado y solicitar la tarjeta de visitante.<br><br>55 5279 5386  ext. 14110<br><br>Lunes a viernes, 8:30 am -4:00 pm.","c(-91.9934671, 17.5183738, 0)","Instituciones Públicas","Oficina de Regulación Migratoria (INM)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Primeros auxílios, asistencia y orientación a personas migrantes y refugiadas. <br><br>55 5279 5386 Ext: 14110<br><br>Lunes a viernes, 8:30 am -4:00 pm","c(-91.9934228, 17.5185836, 0)","Instituciones Públicas","Grupo Beta (INM)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"lnstalación especial para migrantes que no están documentados.<br><br>55 5279 5386 Ext: 14110<br><br>Lunes a viernes, 8:30 am -4:00 pm. ","c(-91.9929122, 17.5184334, 0)","Instituciones Públicas","Estación Migratoria (INM)",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"91 63 45 30 35 ext. 8288206<br> atencionasolicitante.comar@outlook.com","c(-91.9931882, 17.5183533, 0)","Instituciones Públicas","COMAR Comisión Mexicana de Ayuda a Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención y protección a niiias, niiios y adolescentes acompanados y no acompaiiados, mexicanos o extranjero<br><br>916345 0545<br><br>Lunes a viernes, 8:00 am -4:00 pm. ","c(-91.9794565, 17.5067803, 0)","Niñez","Procuraduría Municipal de Protección a Niñas, Niños y Adolescentes ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Coordinar las actividades encaminadas a la atención de niñas, niños y adolescentes migrantes no acompañados.<br><br>Proporcionar atención integral siendo estas: Atención médica, psicológica, de trabajo social, Jurídico, alimentos y áreas de descanso.","c(-92.0012967, 17.5123635, 0)","Niñez","DIF Casa Migrante Palenque",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Orientación, apoyo y programas de integración para personas que huyen  de sus países y que no pueden volver porque su vida o seguridad corren peligro. <br><br>55 79 59 0258<br><br>Lunes a viernes, 8:30 am -4:00 pm.","c(-91.9915815, 17.512142, 0)","Organismos Internacionales","ACNUR - Agencia de la ONU para los Refugiados",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica.<br><br>916345 4154 <br><br>Abierto las 24 hrs. ","c(-91.9986564, 17.5138951, 0)","Salud","Cruz Roja ",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica y de urgencias.<br><br>916345 1433<br>916325 0733<br> <br>Abierto las 24 hrs. ","c(-91.9884396, 17.5077443, 0)","Salud","Hospital General Palenque",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención médica básica.<br><br>916345 0025<br><br>Lunes a viernes, 8:00 am -5:00 pm.  ","c(-91.9878227, 17.5080842, 0)","Salud","Jurisdicción Sanitaria de Palenque",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Asesoría y orientación legal gratuita a <br>personas que huyen de sus países y que buscan protección como refugiadas.<br><br>916104 2600<br><br>Lunes a viernes, 9:00 am -2:00 pm / <br>4:00 -6:00 pm con cita. Atención en Albergue Casa el Caminante J'tatic: lunes, martes y jueves de 9:00 am -1:00 pm.  ","c(-91.9828296, 17.5065118, 0)","Organizaciones de la Sociedad Civil","Asylum Access",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"c(-91.9786535, 17.5081203, 0)","Organizaciones de la Sociedad Civil","RET international",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Orientación general, alimentación (en base a disponibilidad) y agua. <br><br>Lunes a domingo.","c(-91.9856621, 17.494445, 0)","Orientación y apoyo","Restaurante El Lago",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Espacio para realizar ejercicio. Cuota preferencial para personas migrantes, solicitantes y personas refugiadas.<br><br>Lunes a sábado, 7:00 am -3:00 pm y 5:00-9:00 pm.  ","c(-91.99016, 17.5423212, 0)","Deporte y cultura","Gimnasio Comunitario",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"c(-91.9786857, 17.5139501, 0)","Deporte y cultura","Unidad Deportiva Municipal",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Seguimiento a delitos cometidos por o en contra de personas migrantes.<br><br>916345 1540<br><br>Lunes a viernes, 9:00 am -5:00 pm.  ","c(-91.981007, 17.5077952, 0)","Justicia","Fiscalía especializada en delitos cometidos en contra de migrantes",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Ofrece servicios de alimentación, ropa, atención<br>médica, trámites migratorios, asistencia psicológica y apoyo espiritual y escolar<br><br>314 118 6493<br>984 129 8000<br><br> 24 horas","c(-87.0601269, 20.6674031, 0)","Albergue","Adulam",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Atención a población vulnerable, primordialmente niñas, niños, adolescentes, mujeres, personas adultas mayores y personas con discapacidad<br><br>984 879 3083<br><br>Lunes a viernes, 8:00 am a 5:00 pm. ","c(-87.0778789, 20.6297323, 0)","Instituciones Públicas","DIF Municipal Playa del Carmen",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Brinda apoyo en las solicitud de protección como refugiado, regularización, albergue, identificación, vinculación con instituciones de salud y defensa de los derechos humanos de las personas migrantes.<br><br>984 145 5610<br><br>Lunes a viernes, 9:00 am a 5:00 pm. ","c(-87.0611094, 20.653606, 0)","Instituciones Públicas","Coordinación de Atención al Migrante",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Espacio para realizar trámites migratorios incluyendo presentar la solicitud de condición de refugiado y solicitar las tarjetas de residencia o visitante.<br><br>984 873 1885<br><br>Lunes a viernes, 9:00 am a 1:00 pm. ","c(-87.0778399, 20.6207545, 0)","Instituciones Públicas","Instituto Nacional de Migracion",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Registro de nacimiento, matrimonio, divorcio o<br>defunción y otros actos civiles.<br><br>984 309 2245<br><br>Lunes a viernes, 8:30 am a 4:00 pm y<br>9:00 am a 1:00 pm.","c(-87.0850017, 20.6514625, 0)","Instituciones Públicas","Registro Civil Playa Del Carmen",NA,NA,NA,NA,NA,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
