,ciudad,latitude,longitude,etiqueta,entidad federativa / municipio,presentados 1,canalizados 1,subtotal 1,presentados 2,canalizados 2,subtotal 2,presentados 3,canalizados 3,subtotal 3,presentados 4,canalizados 4,subtotal 4,presentados 5,canalizados 5,subtotal 5,presentados 6,canalizados 6,subtotal 6,presentados 7,canalizados 7,subtotal 7,presentados 8,canalizados 8,subtotal 8,presentados 9,canalizados 9,subtotal 9,presentados 10,canalizados 10,subtotal 10,presentados 11,canalizados 11,subtotal 11,presentados 12,canalizados 2.1,subtotal 12,presentados total,canalizados total,total
130,"Tepeji del Río de Ocampo, Hidalgo",19.89368265,-99.34871815266254,municipio,"Tlajomulco de Zúñiga, Jal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,113.0
131,"Tizayuca, Hidalgo",19.841245,-98.9815648,municipio,"Zapotlán el Grande, Jal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
132,"Tolcayuca, Hidalgo",19.956667,-98.920278,municipio,"Álvaro Obregón, Mich.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
133,"Tula de Allende, Hidalgo",20.0489487,-99.37295616011426,municipio,"Apatzingán, Mich.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
134,"Tulancingo de Bravo, Hidalgo",20.0792094,-98.3475328,municipio,"Buenavista, Mich.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
135,"Villa de Tezontepec, Hidalgo",19.9143587,-98.80032767789965,municipio,"Charo, Mich.",0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
136,"El Salto, Jalisco",20.5196964,-103.1813141,municipio,"Cuitzeo, Mich.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
137,"Guadalajara, Jalisco",20.6720375,-103.338396,municipio,"Lázaro Cárdenas, Mich.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
138,"Tlajomulco de Zúñiga, Jalisco",20.48187375,-103.40050966382874,municipio,"Morelia, Mich.",1.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,90.0,28.0,118.0,0.0,0.0,0.0,104.0,32.0,136.0
139,"Zapotlán el Grande, Jalisco",19.6973465,-103.51064802186409,municipio,"Uruapan, Mich.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
140,"Apatzingán, Michoacán",19.0913792,-102.3537356,municipio,"Zinapécuaro, Mich.",0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,5.0,5.0,10.0,5.0,0.0,5.0,59.0,2.0,61.0,18.0,2.0,20.0,41.0,11.0,52.0,142.0,34.0,176.0
141,"Buenavista, Michoacán",19.21451245,-102.55515798507564,municipio,"Cuautla, Mor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
142,"Cuitzeo, Michoacán",19.9693141,-101.1412203,municipio,"Cuernavaca, Mor.",8.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,19.0
143,"Lázaro Cárdenas, Michoacán",17.9594769,-102.198659,municipio,"Emiliano Zapata, Mor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
144,"Morelia, Michoacán",19.7027116,-101.1923818,municipio,"Jantetelco, Mor.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
145,"Uruapan, Michoacán",19.4147269,-102.0522647,municipio,"Puente de Ixtla, Mor.",0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
146,"Zinapécuaro, Michoacán",19.856318100000003,-100.7709097129878,municipio,"Temixco, Mor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0
147,"Cuernavaca, Morelos",18.9218274,-99.2342282,municipio,"Tepoztlán, Mor.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
148,"Emiliano Zapata, Morelos",18.83995,-99.1870274,municipio,"Xochitepec, Mor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0
149,"Jantetelco, Morelos",18.7167516,-98.7766172,municipio,"Bahía de Banderas, Nay.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0
150,"Puente de Ixtla, Morelos",18.6171111,-99.3192092,municipio,"Tepic, Nay.",26.0,0.0,26.0,12.0,2.0,14.0,42.0,7.0,49.0,1.0,0.0,1.0,9.0,3.0,12.0,9.0,0.0,9.0,29.0,4.0,33.0,0.0,0.0,0.0,9.0,31.0,40.0,1.0,0.0,1.0,25.0,9.0,34.0,0.0,0.0,0.0,163.0,56.0,219.0
151,"Temixco, Morelos",18.8449428,-99.2236369,municipio,"Anáhuac, NL",21.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,57.0,3.0,60.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,7.0,86.0
152,"Tepoztlán, Morelos",18.9914959,-99.10254532724872,municipio,"Apodaca, NL",151.0,61.0,212.0,134.0,54.0,188.0,543.0,301.0,844.0,92.0,18.0,110.0,120.0,10.0,130.0,102.0,26.0,128.0,125.0,181.0,306.0,104.0,262.0,366.0,159.0,214.0,373.0,189.0,184.0,373.0,476.0,318.0,794.0,234.0,197.0,431.0,2429.0,1826.0,4255.0
153,"Xochitepec, Morelos",18.7831747,-99.2308448,municipio,"Aramberri, NL",3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
154,"Bahía de Banderas, Nayarit",20.8290434,-105.31750873696538,municipio,"Cadereyta Jiménez, NL",0.0,6.0,6.0,3.0,23.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,48.0,1.0,0.0,1.0,12.0,71.0,83.0
155,"Tepic, Nayarit",21.5119156,-104.8915889,municipio,"China, NL",0.0,0.0,0.0,0.0,0.0,0.0,49.0,75.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,91.0,146.0
156,"Anáhuac, Nuevo León",27.0285283,-100.0333715,municipio,"Ciénega de Flores, NL",3.0,2.0,5.0,5.0,3.0,8.0,5.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,8.0,16.0,0.0,0.0,0.0,24.0,17.0,41.0
157,"Apodaca, Nuevo León",25.7816542,-100.1887501,municipio,"Doctor Arroyo, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0
158,"Aramberri, Nuevo León",24.1028828,-99.8178742,municipio,"El Carmen, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,35.0
159,"Cadereyta Jiménez, Nuevo León",25.517337,-99.8711735172066,municipio,"Galeana, NL",133.0,64.0,197.0,144.0,147.0,291.0,308.0,289.0,597.0,183.0,54.0,237.0,51.0,4.0,55.0,46.0,44.0,90.0,173.0,371.0,544.0,255.0,394.0,649.0,259.0,229.0,488.0,537.0,359.0,896.0,701.0,198.0,899.0,275.0,176.0,451.0,3065.0,2329.0,5394.0
160,"China, Nuevo León",25.4915799,-98.98111150455688,municipio,"García, NL",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,7.0,8.0,9.0,17.0
161,"Ciénega de Flores, Nuevo León",25.956169,-100.1662028,municipio,"General Bravo, NL",37.0,46.0,83.0,156.0,210.0,366.0,241.0,230.0,471.0,35.0,14.0,49.0,60.0,74.0,134.0,27.0,14.0,41.0,43.0,35.0,78.0,106.0,135.0,241.0,66.0,114.0,180.0,79.0,232.0,311.0,31.0,71.0,102.0,0.0,0.0,0.0,881.0,1175.0,2056.0
162,"Doctor Arroyo, Nuevo León",23.80420455,-100.22566349807497,municipio,"General Escobedo, NL",9.0,0.0,9.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,20.0,2.0,22.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,252.0,161.0,413.0,85.0,147.0,232.0,28.0,71.0,99.0,141.0,279.0,420.0,540.0,664.0,1204.0
163,"El Carmen, Nuevo León",25.9368419,-100.3613419,municipio,"General Zuazua, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,8.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,35.0
164,"Galeana, Nuevo León",24.758306,-100.38135131017378,municipio,"Guadalupe, NL",16.0,14.0,30.0,8.0,4.0,12.0,14.0,4.0,18.0,20.0,5.0,25.0,21.0,0.0,21.0,10.0,7.0,17.0,7.0,3.0,10.0,33.0,3.0,36.0,25.0,11.0,36.0,3.0,0.0,3.0,1.0,9.0,10.0,2.0,3.0,5.0,160.0,63.0,223.0
165,"García, Nuevo León",25.6651753,-100.4018251,municipio,"Hualahuises, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,34.0
166,"General Bravo, Nuevo León",25.7932962,-99.1811424,municipio,"Juárez, NL",56.0,22.0,78.0,0.0,0.0,0.0,58.0,35.0,93.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123.0,57.0,180.0
167,"General Escobedo, Nuevo León",25.808517,-100.3224334,municipio,"Linares, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,18.0,19.0
168,"General Zuazua, Nuevo León",25.8953873,-100.1078021,municipio,"Los Ramones, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
169,"Guadalupe, Nuevo León",25.6751114,-100.2151753,municipio,"Mina, NL",108.0,49.0,157.0,85.0,80.0,165.0,90.0,96.0,186.0,18.0,8.0,26.0,16.0,0.0,16.0,81.0,66.0,147.0,167.0,190.0,357.0,97.0,145.0,242.0,78.0,104.0,182.0,93.0,39.0,132.0,92.0,92.0,184.0,393.0,156.0,549.0,1318.0,1025.0,2343.0
170,"Hualahuises, Nuevo León",24.8838044,-99.6739794,municipio,"Montemorelos, NL",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
171,"Juárez, Nuevo León",25.6467011,-100.0907766,municipio,"Monterrey, NL",6.0,4.0,10.0,1.0,8.0,9.0,7.0,5.0,12.0,25.0,7.0,32.0,18.0,0.0,18.0,29.0,7.0,36.0,2.0,0.0,2.0,26.0,46.0,72.0,57.0,9.0,66.0,9.0,11.0,20.0,18.0,1.0,19.0,121.0,29.0,150.0,319.0,127.0,446.0
172,"Linares, Nuevo León",24.8596282,-99.5684539,municipio,"Parás, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
173,"Los Ramones, Nuevo León",25.6973768,-99.6250811,municipio,"Pesquería, NL",0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,24.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,13.0,13.0,4.0,5.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,39.0,93.0
174,"Mina, Nuevo León",26.0025145,-100.5300485,municipio,"Salinas Victoria, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,9.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,18.0
175,"Montemorelos, Nuevo León",25.1886604,-99.8293539,municipio,"San Nicolás de los Garza, NL",0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,33.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7.0,50.0
176,"Monterrey, Nuevo León",25.6802019,-100.315258,municipio,"San Pedro Garza García, NL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
177,"Parás, Nuevo León",26.4993853,-99.5229954,municipio,"Santa Catarina, NL",6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,18.0,36.0,54.0,8.0,22.0,30.0,1.0,21.0,22.0,1.0,0.0,1.0,64.0,103.0,167.0
178,"Pesquería, Nuevo León",25.7851361,-100.0520621,municipio,"Santiago, NL",0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,10.0,23.0
179,"Salinas Victoria, Nuevo León",26.1216805,-100.3270876995874,municipio,"Asunción Nochixtlán, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,13.0
180,"San Nicolás de los Garza, Nuevo León",25.7558021,-100.289648,municipio,"Chahuites, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,54.0,0.0,54.0
181,"San Pedro Garza García, Nuevo León",25.6651753,-100.4018251,municipio,"Ciudad Ixtepec, Oax.",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0,10.0
182,"Santa Catarina, Nuevo León",25.6745052,-100.4616371,municipio,"Concepción Buenavista, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0
183,"Santiago, Nuevo León",25.4243595,-100.1513376,municipio,"El Espinal, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,10.0,0.0,10.0
184,"Asunción Nochixtlán, Oaxaca",17.457222,-97.225,municipio,"Heroica Ciudad de Huajuapan de León, Oax.",0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,18.0,14.0,32.0,27.0,19.0,46.0
185,"Chahuites, Oaxaca",16.2885299,-94.1942777,municipio,"Juchitán de Zaragoza, Oax.",249.0,108.0,357.0,434.0,136.0,570.0,602.0,187.0,789.0,490.0,154.0,644.0,74.0,36.0,110.0,18.0,53.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,15.0,2.0,17.0,48.0,6.0,54.0,4.0,0.0,4.0,1943.0,682.0,2625.0
186,"Ciudad Ixtepec, Oaxaca",16.5564139,-95.0959653,municipio,"Matías Romero Avendaño, Oax.",20.0,22.0,42.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,23.0,37.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,44.0,113.0,157.0
187,"Concepción Buenavista, Oaxaca",17.8781515,-97.4004708,municipio,"Miahuatlán de Porfirio Díaz, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
188,"El Espinal, Oaxaca",16.4609135,-95.05818330487185,municipio,"Oaxaca de Juárez, Oax.",17.0,2.0,19.0,14.0,3.0,17.0,16.0,11.0,27.0,23.0,25.0,48.0,6.0,0.0,6.0,93.0,28.0,121.0,39.0,23.0,62.0,51.0,278.0,329.0,11.0,15.0,26.0,6.0,147.0,153.0,188.0,102.0,290.0,102.0,17.0,119.0,566.0,651.0,1217.0
189,"Heroica Ciudad de Huajuapan de León, Oaxaca",17.808846,-97.7780564,municipio,"Salina Cruz, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,20.0,20.0,32.0,18.0,50.0,27.0,23.0,50.0,0.0,0.0,0.0,72.0,83.0,155.0
190,"Juchitán de Zaragoza, Oaxaca",16.413328999999997,-94.9118794582709,municipio,"San Agustín de las Juntas, Oax.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
191,"Matías Romero Avendaño, Oaxaca",16.8761133,-95.0405586,municipio,"San Andrés Huaxpaltepec, Oax.",0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0
192,"Miahuatlán de Porfirio Díaz, Oaxaca",16.3610815,-96.5850578538718,municipio,"San Antonio de la Cal, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
193,"Oaxaca de Juárez, Oaxaca",17.0604663,-96.7253575,municipio,"San Bartolo Coyotepec, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
194,"Salina Cruz, Oaxaca",16.1825,-95.195833,municipio,"San Bartolo Soyaltepec, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0
195,"San Agustín de las Juntas, Oaxaca",17.005436,-96.7092291,municipio,"San Cristóbal Suchixtlahuaca, Oax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
