ciudad,estado,ruta,detenciones,latitud,longitud,tipo,ID_Poligono,codigo_unico,geometry,geometry_range
"Munoz de Domingo Arenas, Tlaxcala",Tlaxcala,Ruta Centro, 2,19.474722,-98.208056,Presencia Migración Irregular,PG578,C-PG578-25,POINT (-98.208056 19.474721999999996),"POLYGON ((2510282.5209950507 2265571.1382772005, 2510234.3682617727 2264590.9668739047, 2510090.373799083 2263620.235057039, 2509851.9243523725 2262668.291504656, 2509521.3163201637 2261744.30395355, 2509101.7336385343 2260857.1709089405, 2508597.217118076 2260015.4359470047, 2508012.625528678 2259227.2054355643, 2507353.588806916 2258500.070465335, 2506626.453836687 2257841.0337435734, 2505838.2233252465 2257256.442154175, 2504996.4883633107 2256751.925633717, 2504109.3553187014 2256332.3429520875, 2503185.367767595 2256001.7349198787, 2502233.424215212 2255763.2854731684, 2501262.6923983465 2255619.2910104785, 2500282.5209950507 2255571.1382772005, 2499302.349591755 2255619.2910104785, 2498331.6177748893 2255763.2854731684, 2497379.674222506 2256001.7349198787, 2496455.6866714 2256332.3429520875, 2495568.5536267906 2256751.925633717, 2494726.818664855 2257256.442154175, 2493938.5881534144 2257841.0337435734, 2493211.4531831853 2258500.070465335, 2492552.4164614235 2259227.2054355643, 2491967.8248720253 2260015.4359470047, 2491463.308351567 2260857.1709089405, 2491043.7256699377 2261744.30395355, 2490713.117637729 2262668.291504656, 2490474.6681910185 2263620.235057039, 2490330.6737283287 2264590.9668739047, 2490282.5209950507 2265571.1382772005, 2490330.6737283287 2266551.3096804963, 2490474.6681910185 2267522.041497362, 2490713.117637729 2268473.985049745, 2491043.7256699377 2269397.972600851, 2491463.308351567 2270285.1056454605, 2491967.8248720253 2271126.8406073963, 2492552.4164614235 2271915.0711188368, 2493211.4531831853 2272642.206089066, 2493938.5881534144 2273301.2428108277, 2494726.818664855 2273885.834400226, 2495568.5536267906 2274390.350920684, 2496455.6866714 2274809.9336023135, 2497379.674222506 2275140.5416345224, 2498331.6177748893 2275378.9910812327, 2499302.349591755 2275522.9855439225, 2500282.5209950507 2275571.1382772005, 2501262.6923983465 2275522.9855439225, 2502233.424215212 2275378.9910812327, 2503185.367767595 2275140.5416345224, 2504109.3553187014 2274809.9336023135, 2504996.4883633107 2274390.350920684, 2505838.2233252465 2273885.834400226, 2506626.453836687 2273301.2428108277, 2507353.588806916 2272642.206089066, 2508012.625528678 2271915.0711188368, 2508597.217118076 2271126.8406073963, 2509101.7336385343 2270285.1056454605, 2509521.3163201637 2269397.972600851, 2509851.9243523725 2268473.985049745, 2510090.373799083 2267522.041497362, 2510234.3682617727 2266551.3096804963, 2510282.5209950507 2265571.1382772005))"
"Ixtenco, Tlaxcala",Tlaxcala,Ruta Centro, 242,19.2518725,-97.8947561,Presencia Migración Irregular,PG605,C-PG605-1,POINT (-97.8947561 19.251872500000005),"POLYGON ((2547567.8536017304 2243738.2468042136, 2547519.7008684524 2242758.075400918, 2547375.7064057626 2241787.3435840523, 2547137.2569590523 2240835.400031669, 2546806.6489268434 2239911.412480563, 2546387.066245214 2239024.2794359536, 2545882.549724756 2238182.544474018, 2545297.9581353576 2237394.3139625774, 2544638.921413596 2236667.1789923483, 2543911.7864433667 2236008.1422705865, 2543123.5559319262 2235423.5506811882, 2542281.8209699905 2234919.03416073, 2541394.687925381 2234499.4514791006, 2540470.700374275 2234168.8434468918, 2539518.7568218918 2233930.3940001815, 2538548.0250050263 2233786.3995374916, 2537567.8536017304 2233738.2468042136, 2536587.6821984346 2233786.3995374916, 2535616.950381569 2233930.3940001815, 2534665.006829186 2234168.8434468918, 2533741.0192780797 2234499.4514791006, 2532853.8862334704 2234919.03416073, 2532012.1512715346 2235423.5506811882, 2531223.920760094 2236008.1422705865, 2530496.785789865 2236667.1789923483, 2529837.7490681033 2237394.3139625774, 2529253.157478705 2238182.544474018, 2528748.640958247 2239024.2794359536, 2528329.0582766174 2239911.412480563, 2527998.4502444086 2240835.400031669, 2527760.0007976983 2241787.3435840523, 2527616.0063350084 2242758.075400918, 2527567.8536017304 2243738.2468042136, 2527616.0063350084 2244718.4182075094, 2527760.0007976983 2245689.150024375, 2527998.4502444086 2246641.093576758, 2528329.0582766174 2247565.0811278643, 2528748.640958247 2248452.2141724736, 2529253.157478705 2249293.9491344094, 2529837.7490681033 2250082.17964585, 2530496.785789865 2250809.314616079, 2531223.920760094 2251468.351337841, 2532012.1512715346 2252052.942927239, 2532853.8862334704 2252557.4594476973, 2533741.0192780797 2252977.0421293266, 2534665.006829186 2253307.6501615355, 2535616.950381569 2253546.099608246, 2536587.6821984346 2253690.0940709356, 2537567.8536017304 2253738.2468042136, 2538548.0250050263 2253690.0940709356, 2539518.7568218918 2253546.099608246, 2540470.700374275 2253307.6501615355, 2541394.687925381 2252977.0421293266, 2542281.8209699905 2252557.4594476973, 2543123.5559319262 2252052.942927239, 2543911.7864433667 2251468.351337841, 2544638.921413596 2250809.314616079, 2545297.9581353576 2250082.17964585, 2545882.549724756 2249293.9491344094, 2546387.066245214 2248452.2141724736, 2546806.6489268434 2247565.0811278643, 2547137.2569590523 2246641.093576758, 2547375.7064057626 2245689.150024375, 2547519.7008684524 2244718.4182075094, 2547567.8536017304 2243738.2468042136))"
"Huamantla, Tlaxcala",Tlaxcala,Ruta Centro, 73,19.313427,-97.9230236,Presencia Migración Irregular,PG605,C-PG605-3,POINT (-97.9230236 19.313427),"POLYGON ((2543650.5799085987 2250500.013604924, 2543602.4271753207 2249519.8422016283, 2543458.432712631 2248549.1103847628, 2543219.9832659205 2247597.1668323795, 2542889.3752337117 2246673.1792812734, 2542469.7925520823 2245786.046236664, 2541965.276031624 2244944.3112747283, 2541380.684442226 2244156.080763288, 2540721.647720464 2243428.9457930587, 2539994.512750235 2242769.909071297, 2539206.2822387945 2242185.3174818987, 2538364.5472768587 2241680.8009614404, 2537477.4142322494 2241261.218279811, 2536553.426681143 2240930.610247602, 2535601.48312876 2240692.160800892, 2534630.7513118945 2240548.166338202, 2533650.5799085987 2240500.013604924, 2532670.408505303 2240548.166338202, 2531699.6766884374 2240692.160800892, 2530747.733136054 2240930.610247602, 2529823.745584948 2241261.218279811, 2528936.6125403387 2241680.8009614404, 2528094.877578403 2242185.3174818987, 2527306.6470669624 2242769.909071297, 2526579.5120967333 2243428.9457930587, 2525920.4753749715 2244156.080763288, 2525335.8837855733 2244944.3112747283, 2524831.367265115 2245786.046236664, 2524411.7845834857 2246673.1792812734, 2524081.176551277 2247597.1668323795, 2523842.7271045665 2248549.1103847628, 2523698.7326418767 2249519.8422016283, 2523650.5799085987 2250500.013604924, 2523698.7326418767 2251480.18500822, 2523842.7271045665 2252450.9168250854, 2524081.176551277 2253402.8603774686, 2524411.7845834857 2254326.847928575, 2524831.367265115 2255213.980973184, 2525335.8837855733 2256055.71593512, 2525920.4753749715 2256843.9464465603, 2526579.5120967333 2257571.0814167894, 2527306.6470669624 2258230.1181385512, 2528094.877578403 2258814.7097279495, 2528936.6125403387 2259319.2262484077, 2529823.745584948 2259738.808930037, 2530747.733136054 2260069.416962246, 2531699.6766884374 2260307.8664089562, 2532670.408505303 2260451.860871646, 2533650.5799085987 2260500.013604924, 2534630.7513118945 2260451.860871646, 2535601.48312876 2260307.8664089562, 2536553.426681143 2260069.416962246, 2537477.4142322494 2259738.808930037, 2538364.5472768587 2259319.2262484077, 2539206.2822387945 2258814.7097279495, 2539994.512750235 2258230.1181385512, 2540721.647720464 2257571.0814167894, 2541380.684442226 2256843.9464465603, 2541965.276031624 2256055.71593512, 2542469.7925520823 2255213.980973184, 2542889.3752337117 2254326.847928575, 2543219.9832659205 2253402.8603774686, 2543458.432712631 2252450.9168250854, 2543602.4271753207 2251480.18500822, 2543650.5799085987 2250500.013604924))"
"Cuapiaxtla, Tlaxcala",Tlaxcala,Ruta Centro, 47,19.2961777,-97.768912,Presencia Migración Irregular,PG605,C-PG605-2,POINT (-97.768912 19.2961777),"POLYGON ((2560801.1515049143 2250449.4720626273, 2560752.9987716363 2249469.3006593315, 2560609.0043089464 2248498.568842466, 2560370.554862236 2247546.625290083, 2560039.9468300273 2246622.6377389766, 2559620.364148398 2245735.5046943673, 2559115.8476279397 2244893.7697324315, 2558531.2560385414 2244105.539220991, 2557872.2193167796 2243378.404250762, 2557145.0843465505 2242719.367529, 2556356.85383511 2242134.775939602, 2555515.1188731743 2241630.2594191437, 2554627.985828565 2241210.6767375143, 2553703.998277459 2240880.0687053055, 2552752.0547250756 2240641.619258595, 2551781.32290821 2240497.6247959053, 2550801.1515049143 2240449.4720626273, 2549820.9801016185 2240497.6247959053, 2548850.248284753 2240641.619258595, 2547898.3047323697 2240880.0687053055, 2546974.3171812636 2241210.6767375143, 2546087.1841366543 2241630.2594191437, 2545245.4491747185 2242134.775939602, 2544457.218663278 2242719.367529, 2543730.083693049 2243378.404250762, 2543071.046971287 2244105.539220991, 2542486.455381889 2244893.7697324315, 2541981.9388614306 2245735.5046943673, 2541562.3561798013 2246622.6377389766, 2541231.7481475924 2247546.625290083, 2540993.298700882 2248498.568842466, 2540849.3042381923 2249469.3006593315, 2540801.1515049143 2250449.4720626273, 2540849.3042381923 2251429.643465923, 2540993.298700882 2252400.3752827886, 2541231.7481475924 2253352.318835172, 2541562.3561798013 2254276.306386278, 2541981.9388614306 2255163.4394308873, 2542486.455381889 2256005.174392823, 2543071.046971287 2256793.4049042636, 2543730.083693049 2257520.5398744927, 2544457.218663278 2258179.5765962545, 2545245.4491747185 2258764.1681856527, 2546087.1841366543 2259268.684706111, 2546974.3171812636 2259688.2673877403, 2547898.3047323697 2260018.875419949, 2548850.248284753 2260257.3248666595, 2549820.9801016185 2260401.3193293493, 2550801.1515049143 2260449.4720626273, 2551781.32290821 2260401.3193293493, 2552752.0547250756 2260257.3248666595, 2553703.998277459 2260018.875419949, 2554627.985828565 2259688.2673877403, 2555515.1188731743 2259268.684706111, 2556356.85383511 2258764.1681856527, 2557145.0843465505 2258179.5765962545, 2557872.2193167796 2257520.5398744927, 2558531.2560385414 2256793.4049042636, 2559115.8476279397 2256005.174392823, 2559620.364148398 2255163.4394308873, 2560039.9468300273 2254276.306386278, 2560370.554862236 2253352.318835172, 2560609.0043089464 2252400.3752827886, 2560752.9987716363 2251429.643465923, 2560801.1515049143 2250449.4720626273))"
"Ixtaczoquitlan, Veracruz",Veracruz,Ruta del Golfo, 2,18.85134015,-97.02710712449068,Presencia Migración Irregular,PG604,G-PG604-5,POINT (-97.02710712449068 18.85134015),"POLYGON ((2648567.2617641184 2208402.934146867, 2648519.1090308405 2207422.7627435713, 2648375.1145681506 2206452.030926706, 2648136.6651214403 2205500.0873743226, 2647806.0570892314 2204576.0998232164, 2647386.474407602 2203688.966778607, 2646881.957887144 2202847.2318166713, 2646297.3662977456 2202059.001305231, 2645638.329575984 2201331.866335002, 2644911.1946057547 2200672.82961324, 2644122.9640943143 2200088.2380238418, 2643281.2291323785 2199583.7215033835, 2642394.096087769 2199164.138821754, 2641470.108536663 2198833.5307895453, 2640518.16498428 2198595.081342835, 2639547.4331674143 2198451.086880145, 2638567.2617641184 2198402.934146867, 2637587.0903608226 2198451.086880145, 2636616.358543957 2198595.081342835, 2635664.414991574 2198833.5307895453, 2634740.4274404678 2199164.138821754, 2633853.2943958584 2199583.7215033835, 2633011.5594339226 2200088.2380238418, 2632223.328922482 2200672.82961324, 2631496.193952253 2201331.866335002, 2630837.1572304913 2202059.001305231, 2630252.565641093 2202847.2318166713, 2629748.049120635 2203688.966778607, 2629328.4664390055 2204576.0998232164, 2628997.8584067966 2205500.0873743226, 2628759.4089600863 2206452.030926706, 2628615.4144973964 2207422.7627435713, 2628567.2617641184 2208402.934146867, 2628615.4144973964 2209383.105550163, 2628759.4089600863 2210353.8373670285, 2628997.8584067966 2211305.7809194117, 2629328.4664390055 2212229.768470518, 2629748.049120635 2213116.901515127, 2630252.565641093 2213958.636477063, 2630837.1572304913 2214746.8669885034, 2631496.193952253 2215474.0019587325, 2632223.328922482 2216133.0386804943, 2633011.5594339226 2216717.6302698925, 2633853.2943958584 2217222.146790351, 2634740.4274404678 2217641.72947198, 2635664.414991574 2217972.337504189, 2636616.358543957 2218210.7869508993, 2637587.0903608226 2218354.781413589, 2638567.2617641184 2218402.934146867, 2639547.4331674143 2218354.781413589, 2640518.16498428 2218210.7869508993, 2641470.108536663 2217972.337504189, 2642394.096087769 2217641.72947198, 2643281.2291323785 2217222.146790351, 2644122.9640943143 2216717.6302698925, 2644911.1946057547 2216133.0386804943, 2645638.329575984 2215474.0019587325, 2646297.3662977456 2214746.8669885034, 2646881.957887144 2213958.636477063, 2647386.474407602 2213116.901515127, 2647806.0570892314 2212229.768470518, 2648136.6651214403 2211305.7809194117, 2648375.1145681506 2210353.8373670285, 2648519.1090308405 2209383.105550163, 2648567.2617641184 2208402.934146867))"
"Tezonapa, Veracruz",Veracruz,Ruta del Golfo, 6,18.5587309,-96.78234114824798,Presencia Migración Irregular,PG631,G-PG631-5,POINT (-96.782341148248 18.558730899999997),"POLYGON ((2679676.883917536 2177568.903866535, 2679628.731184258 2176588.732463239, 2679484.7367215683 2175618.0006463737, 2679246.287274858 2174666.0570939905, 2678915.679242649 2173742.0695428844, 2678496.09656102 2172854.936498275, 2677991.5800405615 2172013.2015363392, 2677406.9884511633 2171224.971024899, 2676747.9517294015 2170497.8360546697, 2676020.8167591724 2169838.799332908, 2675232.586247732 2169254.2077435097, 2674390.851285796 2168749.6912230514, 2673503.718241187 2168330.108541422, 2672579.7306900807 2167999.500509213, 2671627.7871376975 2167761.051062503, 2670657.055320832 2167617.056599813, 2669676.883917536 2167568.903866535, 2668696.7125142403 2167617.056599813, 2667725.980697375 2167761.051062503, 2666774.0371449916 2167999.500509213, 2665850.0495938854 2168330.108541422, 2664962.916549276 2168749.6912230514, 2664121.1815873403 2169254.2077435097, 2663332.9510759 2169838.799332908, 2662605.8161056708 2170497.8360546697, 2661946.779383909 2171224.971024899, 2661362.1877945107 2172013.2015363392, 2660857.6712740525 2172854.936498275, 2660438.088592423 2173742.0695428844, 2660107.4805602143 2174666.0570939905, 2659869.031113504 2175618.0006463737, 2659725.036650814 2176588.732463239, 2659676.883917536 2177568.903866535, 2659725.036650814 2178549.075269831, 2659869.031113504 2179519.8070866964, 2660107.4805602143 2180471.7506390796, 2660438.088592423 2181395.7381901857, 2660857.6712740525 2182282.871234795, 2661362.1877945107 2183124.606196731, 2661946.779383909 2183912.8367081713, 2662605.8161056708 2184639.9716784004, 2663332.9510759 2185299.008400162, 2664121.1815873403 2185883.5999895604, 2664962.916549276 2186388.1165100187, 2665850.0495938854 2186807.699191648, 2666774.0371449916 2187138.307223857, 2667725.980697375 2187376.756670567, 2668696.7125142403 2187520.751133257, 2669676.883917536 2187568.903866535, 2670657.055320832 2187520.751133257, 2671627.7871376975 2187376.756670567, 2672579.7306900807 2187138.307223857, 2673503.718241187 2186807.699191648, 2674390.851285796 2186388.1165100187, 2675232.586247732 2185883.5999895604, 2676020.8167591724 2185299.008400162, 2676747.9517294015 2184639.9716784004, 2677406.9884511633 2183912.8367081713, 2677991.5800405615 2183124.606196731, 2678496.09656102 2182282.871234795, 2678915.679242649 2181395.7381901857, 2679246.287274858 2180471.7506390796, 2679484.7367215683 2179519.8070866964, 2679628.731184258 2178549.075269831, 2679676.883917536 2177568.903866535))"
"Tierra Blanca, Veracruz",Veracruz,Ruta del Golfo, 13,18.5272475,-96.21520077487332,Presencia Migración Irregular,PG631,G-PG631-4,POINT (-96.21520077487332 18.527247500000005),"POLYGON ((2743144.7425153153 2181401.249914638, 2743096.5897820373 2180421.0785113424, 2742952.5953193475 2179450.346694477, 2742714.145872637 2178498.4031420937, 2742383.5378404283 2177574.4155909875, 2741963.955158799 2176687.282546378, 2741459.4386383407 2175845.5475844424, 2740874.8470489425 2175057.317073002, 2740215.8103271807 2174330.182102773, 2739488.6753569515 2173671.145381011, 2738700.444845511 2173086.553791613, 2737858.7098835753 2172582.0372711546, 2736971.576838966 2172162.4545895252, 2736047.58928786 2171831.8465573164, 2735095.6457354766 2171593.397110606, 2734124.913918611 2171449.402647916, 2733144.7425153153 2171401.249914638, 2732164.5711120195 2171449.402647916, 2731193.839295154 2171593.397110606, 2730241.8957427708 2171831.8465573164, 2729317.9081916646 2172162.4545895252, 2728430.7751470553 2172582.0372711546, 2727589.0401851195 2173086.553791613, 2726800.809673679 2173671.145381011, 2726073.67470345 2174330.182102773, 2725414.637981688 2175057.317073002, 2724830.04639229 2175845.5475844424, 2724325.5298718316 2176687.282546378, 2723905.9471902023 2177574.4155909875, 2723575.3391579934 2178498.4031420937, 2723336.889711283 2179450.346694477, 2723192.8952485933 2180421.0785113424, 2723144.7425153153 2181401.249914638, 2723192.8952485933 2182381.421317934, 2723336.889711283 2183352.1531347996, 2723575.3391579934 2184304.096687183, 2723905.9471902023 2185228.084238289, 2724325.5298718316 2186115.2172828983, 2724830.04639229 2186956.952244834, 2725414.637981688 2187745.1827562745, 2726073.67470345 2188472.3177265036, 2726800.809673679 2189131.3544482654, 2727589.0401851195 2189715.9460376636, 2728430.7751470553 2190220.462558122, 2729317.9081916646 2190640.045239751, 2730241.8957427708 2190970.65327196, 2731193.839295154 2191209.1027186704, 2732164.5711120195 2191353.0971813602, 2733144.7425153153 2191401.249914638, 2734124.913918611 2191353.0971813602, 2735095.6457354766 2191209.1027186704, 2736047.58928786 2190970.65327196, 2736971.576838966 2190640.045239751, 2737858.7098835753 2190220.462558122, 2738700.444845511 2189715.9460376636, 2739488.6753569515 2189131.3544482654, 2740215.8103271807 2188472.3177265036, 2740874.8470489425 2187745.1827562745, 2741459.4386383407 2186956.952244834, 2741963.955158799 2186115.2172828983, 2742383.5378404283 2185228.084238289, 2742714.145872637 2184304.096687183, 2742952.5953193475 2183352.1531347996, 2743096.5897820373 2182381.421317934, 2743144.7425153153 2181401.249914638))"
"Tres Valles, Veracruz",Veracruz,Ruta del Golfo, 2,18.2921576,-96.16641196824392,Presencia Migración Irregular,PG631,G-PG631-3,POINT (-96.16641196824392 18.292157599999996),"POLYGON ((2751876.9434237774 2154613.6566945724, 2751828.7906904994 2153633.4852912766, 2751684.7962278095 2152662.753474411, 2751446.346781099 2151710.809922028, 2751115.7387488903 2150786.8223709217, 2750696.156067261 2149899.6893263124, 2750191.6395468027 2149057.9543643766, 2749607.0479574045 2148269.723852936, 2748948.0112356427 2147542.588882707, 2748220.8762654136 2146883.5521609453, 2747432.645753973 2146298.960571547, 2746590.9107920374 2145794.4440510888, 2745703.777747428 2145374.8613694594, 2744779.790196322 2145044.2533372506, 2743827.8466439387 2144805.8038905403, 2742857.114827073 2144661.8094278504, 2741876.9434237774 2144613.6566945724, 2740896.7720204815 2144661.8094278504, 2739926.040203616 2144805.8038905403, 2738974.096651233 2145044.2533372506, 2738050.1091001267 2145374.8613694594, 2737162.9760555173 2145794.4440510888, 2736321.2410935815 2146298.960571547, 2735533.010582141 2146883.5521609453, 2734805.875611912 2147542.588882707, 2734146.83889015 2148269.723852936, 2733562.247300752 2149057.9543643766, 2733057.7307802937 2149899.6893263124, 2732638.1480986644 2150786.8223709217, 2732307.5400664555 2151710.809922028, 2732069.090619745 2152662.753474411, 2731925.0961570553 2153633.4852912766, 2731876.9434237774 2154613.6566945724, 2731925.0961570553 2155593.8280978682, 2732069.090619745 2156564.5599147337, 2732307.5400664555 2157516.503467117, 2732638.1480986644 2158440.491018223, 2733057.7307802937 2159327.6240628324, 2733562.247300752 2160169.359024768, 2734146.83889015 2160957.5895362087, 2734805.875611912 2161684.724506438, 2735533.010582141 2162343.7612281996, 2736321.2410935815 2162928.352817598, 2737162.9760555173 2163432.869338056, 2738050.1091001267 2163852.4520196854, 2738974.096651233 2164183.0600518943, 2739926.040203616 2164421.5094986046, 2740896.7720204815 2164565.5039612944, 2741876.9434237774 2164613.6566945724, 2742857.114827073 2164565.5039612944, 2743827.8466439387 2164421.5094986046, 2744779.790196322 2164183.0600518943, 2745703.777747428 2163852.4520196854, 2746590.9107920374 2163432.869338056, 2747432.645753973 2162928.352817598, 2748220.8762654136 2162343.7612281996, 2748948.0112356427 2161684.724506438, 2749607.0479574045 2160957.5895362087, 2750191.6395468027 2160169.359024768, 2750696.156067261 2159327.6240628324, 2751115.7387488903 2158440.491018223, 2751446.346781099 2157516.503467117, 2751684.7962278095 2156564.5599147337, 2751828.7906904994 2155593.8280978682, 2751876.9434237774 2154613.6566945724))"
"Cuitlahuac, Veracruz",Veracruz,Ruta del Golfo,1 345,18.814226,-96.7223775,Presencia Migración Irregular,PG631,G-PG631-6,POINT (-96.72237750000001 18.814226),"POLYGON ((2682809.9782110443 2208081.3653641953, 2682761.8254777663 2207101.1939608995, 2682617.8310150765 2206130.462144034, 2682379.381568366 2205178.5185916508, 2682048.7735361573 2204254.5310405446, 2681629.190854528 2203367.3979959353, 2681124.6743340697 2202525.6630339995, 2680540.0827446715 2201737.432522559, 2679881.0460229097 2201010.29755233, 2679153.9110526806 2200351.260830568, 2678365.68054124 2199766.66924117, 2677523.9455793044 2199262.1527207117, 2676636.812534695 2198842.5700390823, 2675712.824983589 2198511.9620068735, 2674760.8814312057 2198273.512560163, 2673790.14961434 2198129.5180974733, 2672809.9782110443 2198081.3653641953, 2671829.8068077485 2198129.5180974733, 2670859.074990883 2198273.512560163, 2669907.1314385 2198511.9620068735, 2668983.1438873936 2198842.5700390823, 2668096.0108427843 2199262.1527207117, 2667254.2758808485 2199766.66924117, 2666466.045369408 2200351.260830568, 2665738.910399179 2201010.29755233, 2665079.873677417 2201737.432522559, 2664495.282088019 2202525.6630339995, 2663990.7655675607 2203367.3979959353, 2663571.1828859313 2204254.5310405446, 2663240.5748537225 2205178.5185916508, 2663002.125407012 2206130.462144034, 2662858.1309443223 2207101.1939608995, 2662809.9782110443 2208081.3653641953, 2662858.1309443223 2209061.536767491, 2663002.125407012 2210032.2685843566, 2663240.5748537225 2210984.21213674, 2663571.1828859313 2211908.199687846, 2663990.7655675607 2212795.3327324553, 2664495.282088019 2213637.067694391, 2665079.873677417 2214425.2982058316, 2665738.910399179 2215152.4331760607, 2666466.045369408 2215811.4698978225, 2667254.2758808485 2216396.0614872207, 2668096.0108427843 2216900.578007679, 2668983.1438873936 2217320.1606893083, 2669907.1314385 2217650.768721517, 2670859.074990883 2217889.2181682275, 2671829.8068077485 2218033.2126309173, 2672809.9782110443 2218081.3653641953, 2673790.14961434 2218033.2126309173, 2674760.8814312057 2217889.2181682275, 2675712.824983589 2217650.768721517, 2676636.812534695 2217320.1606893083, 2677523.9455793044 2216900.578007679, 2678365.68054124 2216396.0614872207, 2679153.9110526806 2215811.4698978225, 2679881.0460229097 2215152.4331760607, 2680540.0827446715 2214425.2982058316, 2681124.6743340697 2213637.067694391, 2681629.190854528 2212795.3327324553, 2682048.7735361573 2211908.199687846, 2682379.381568366 2210984.21213674, 2682617.8310150765 2210032.2685843566, 2682761.8254777663 2209061.536767491, 2682809.9782110443 2208081.3653641953))"
"Pueblo Viejo, Veracruz",Veracruz,Ruta del Golfo, 3,22.1638426,-97.89855507348236,Presencia Migración Irregular,PG608,G-PG608-1,POINT (-97.89855507348236 22.163842599999995),"POLYGON ((2505974.781710487 2579785.2264452367, 2505926.628977209 2578805.055041941, 2505782.634514519 2577834.3232250754, 2505544.1850678087 2576882.379672692, 2505213.5770356 2575958.392121586, 2504793.9943539705 2575071.2590769767, 2504289.4778335122 2574229.524115041, 2503704.886244114 2573441.2936036005, 2503045.849522352 2572714.1586333713, 2502318.714552123 2572055.1219116095, 2501530.4840406827 2571470.5303222113, 2500688.749078747 2570966.013801753, 2499801.6160341376 2570546.4311201237, 2498877.6284830314 2570215.823087915, 2497925.684930648 2569977.3736412046, 2496954.9531137827 2569833.3791785147, 2495974.781710487 2569785.2264452367, 2494994.610307191 2569833.3791785147, 2494023.8784903255 2569977.3736412046, 2493071.9349379423 2570215.823087915, 2492147.947386836 2570546.4311201237, 2491260.814342227 2570966.013801753, 2490419.079380291 2571470.5303222113, 2489630.8488688506 2572055.1219116095, 2488903.7138986215 2572714.1586333713, 2488244.6771768597 2573441.2936036005, 2487660.0855874615 2574229.524115041, 2487155.569067003 2575071.2590769767, 2486735.986385374 2575958.392121586, 2486405.378353165 2576882.379672692, 2486166.9289064547 2577834.3232250754, 2486022.934443765 2578805.055041941, 2485974.781710487 2579785.2264452367, 2486022.934443765 2580765.3978485325, 2486166.9289064547 2581736.129665398, 2486405.378353165 2582688.0732177813, 2486735.986385374 2583612.0607688874, 2487155.569067003 2584499.1938134967, 2487660.0855874615 2585340.9287754325, 2488244.6771768597 2586129.159286873, 2488903.7138986215 2586856.294257102, 2489630.8488688506 2587515.330978864, 2490419.079380291 2588099.922568262, 2491260.814342227 2588604.4390887204, 2492147.947386836 2589024.0217703497, 2493071.9349379423 2589354.6298025586, 2494023.8784903255 2589593.079249269, 2494994.610307191 2589737.0737119587, 2495974.781710487 2589785.2264452367, 2496954.9531137827 2589737.0737119587, 2497925.684930648 2589593.079249269, 2498877.6284830314 2589354.6298025586, 2499801.6160341376 2589024.0217703497, 2500688.749078747 2588604.4390887204, 2501530.4840406827 2588099.922568262, 2502318.714552123 2587515.330978864, 2503045.849522352 2586856.294257102, 2503704.886244114 2586129.159286873, 2504289.4778335122 2585340.9287754325, 2504793.9943539705 2584499.1938134967, 2505213.5770356 2583612.0607688874, 2505544.1850678087 2582688.0732177813, 2505782.634514519 2581736.129665398, 2505926.628977209 2580765.3978485325, 2505974.781710487 2579785.2264452367))"
